Orthogroup	Species	OrthoDB_Prunus_persica_Lovell	Orthologs
OG0011689	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003953	ONI06729
OG0011689	PLAZA_proteome.selected_transcript.ppe	3760_0_003953	Prupe.5G077000.1
OG0011690	PLAZA_proteome.selected_transcript.ppe	3760_0_0033c6	Prupe.5G238500.1
OG0011690	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033c6	ONI09443
OG0011691	PLAZA_proteome.selected_transcript.ppe	3760_0_0036dd	Prupe.5G128600.1
OG0011691	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036dd	ONI07578
OG0011692	PLAZA_proteome.selected_transcript.ppe	3760_0_003370	Prupe.5G072600.1
OG0011692	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003370	ONI06649
OG0011693	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a68	ONI07261
OG0011693	PLAZA_proteome.selected_transcript.ppe	3760_0_003a68	Prupe.5G109900.1
OG0011694	PLAZA_proteome.selected_transcript.ppe	3760_0_0036e0	Prupe.5G139900.1
OG0011694	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036e0	ONI07791
OG0011695	PLAZA_proteome.selected_transcript.ppe	3760_0_003870	Prupe.5G022400.1
OG0011695	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003870	ONI05746
OG0011696	PLAZA_proteome.selected_transcript.ppe	3760_0_003353	Prupe.5G007900.1
OG0011696	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003353	ONI05446
OG0011697	PLAZA_proteome.selected_transcript.ppe	3760_0_00396c	Prupe.5G071000.1
OG0011697	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00396c	ONI06626
OG0011698	PLAZA_proteome.selected_transcript.ppe	3760_0_00338d	Prupe.5G193100.1
OG0011698	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00338d	ONI08674
OG0011699	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00388d	ONI07340
OG0011699	PLAZA_proteome.selected_transcript.ppe	3760_0_00388d	Prupe.5G114100.1
OG0011700	PLAZA_proteome.selected_transcript.ppe	3760_0_003607	Prupe.5G090800.1
OG0011700	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003607	ONI06944
OG0011701	PLAZA_proteome.selected_transcript.ppe	3760_0_003a73	Prupe.5G114600.1
OG0011701	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a73	ONI07345
OG0011702	PLAZA_proteome.selected_transcript.ppe	3760_0_0037b6	Prupe.5G146200.1
OG0011702	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037b6	ONI07901
OG0011703	PLAZA_proteome.selected_transcript.ppe	3760_0_0034e9	Prupe.5G072800.1
OG0011703	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034e9	ONI06651
OG0011704	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003341	ONI08937
OG0011704	PLAZA_proteome.selected_transcript.ppe	3760_0_003341	Prupe.5G208600.1
OG0011705	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036f2	ONI08260
OG0011705	PLAZA_proteome.selected_transcript.ppe	3760_0_0036f2	Prupe.5G167900.1
OG0011706	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034c7	ONI06334
OG0011706	PLAZA_proteome.selected_transcript.ppe	3760_0_0034c7	Prupe.5G054200.1
OG0011707	PLAZA_proteome.selected_transcript.ppe	3760_0_003947	Prupe.5G050100.1
OG0011707	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003947	ONI06269
OG0011708	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033d6	ONI06388
OG0011708	PLAZA_proteome.selected_transcript.ppe	3760_0_0033d6	Prupe.5G057800.1
OG0011709	PLAZA_proteome.selected_transcript.ppe	3760_0_0038f0	Prupe.5G231800.1
OG0011709	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038f0	ONI09320
OG0011710	PLAZA_proteome.selected_transcript.ppe	3760_0_0036d3	Prupe.5G106400.1
OG0011710	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036d3	ONI07212
OG0011711	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00355c	ONI07308
OG0011711	PLAZA_proteome.selected_transcript.ppe	3760_0_00355c	Prupe.5G112400.1
OG0011712	PLAZA_proteome.selected_transcript.ppe	3760_0_00340b	Prupe.5G142300.1
OG0011712	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00340b	ONI07842
OG0011713	PLAZA_proteome.selected_transcript.ppe	3760_0_003b26	Prupe.5G156800.1
OG0011713	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b26	ONI08069
OG0011714	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00383b	ONI09363
OG0011714	PLAZA_proteome.selected_transcript.ppe	3760_0_00383b	Prupe.5G234300.1
OG0011715	PLAZA_proteome.selected_transcript.ppe	3760_0_0039f9	Prupe.5G157000.1
OG0011715	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039f9	ONI08072
OG0011716	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003379	ONI09273
OG0011716	PLAZA_proteome.selected_transcript.ppe	3760_0_003379	Prupe.5G228100.1
OG0011717	PLAZA_proteome.selected_transcript.ppe	3760_0_003665	Prupe.5G090100.1
OG0011717	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003665	ONI06937
OG0011718	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003907	ONI09521
OG0011718	PLAZA_proteome.selected_transcript.ppe	3760_0_003907	Prupe.5G242400.1
OG0011719	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00356f	ONI05579
OG0011719	PLAZA_proteome.selected_transcript.ppe	3760_0_00356f	Prupe.5G013600.1
OG0011720	PLAZA_proteome.selected_transcript.ppe	3760_0_0037bf	Prupe.5G099400.1
OG0011720	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037bf	ONI07088
OG0011721	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00387b	ONI08581
OG0011721	PLAZA_proteome.selected_transcript.ppe	3760_0_00387b	Prupe.5G186900.1
OG0011722	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003936	ONI06825
OG0011722	PLAZA_proteome.selected_transcript.ppe	3760_0_003936	Prupe.5G083500.1
OG0011723	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003913	ONI09410
OG0011723	PLAZA_proteome.selected_transcript.ppe	3760_0_003913	Prupe.5G236700.1
OG0011724	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00392e	ONI08304
OG0011724	PLAZA_proteome.selected_transcript.ppe	3760_0_00392e	Prupe.5G170600.1
OG0011725	PLAZA_proteome.selected_transcript.ppe	3760_0_003920	Prupe.5G129200.2
OG0011725	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003920	ONI07591
OG0011726	PLAZA_proteome.selected_transcript.ppe	3760_0_00380e	Prupe.5G096400.1
OG0011726	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00380e	ONI07036
OG0011727	PLAZA_proteome.selected_transcript.ppe	3760_0_003454	Prupe.5G069300.1
OG0011727	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003454	ONI06595
OG0011728	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad9	Prupe.5G091300.1
OG0011728	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad9	ONI06949
OG0011729	PLAZA_proteome.selected_transcript.ppe	3760_0_003b02	Prupe.5G061300.1
OG0011729	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003b02	ONI06449
OG0011730	PLAZA_proteome.selected_transcript.ppe	3760_0_003a55	Prupe.5G242600.1
OG0011730	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a55	ONI09523
OG0011731	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003737	ONI08963
OG0011731	PLAZA_proteome.selected_transcript.ppe	3760_0_003737	Prupe.5G209900.1
OG0011732	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039c4	ONI08105
OG0011732	PLAZA_proteome.selected_transcript.ppe	3760_0_0039c4	Prupe.5G158200.1
OG0011733	PLAZA_proteome.selected_transcript.ppe	3760_0_003618	Prupe.5G110400.1
OG0011733	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003618	ONI07267
OG0011734	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034ae	ONI08021
OG0011734	PLAZA_proteome.selected_transcript.ppe	3760_0_0034ae	Prupe.5G153600.1
OG0011735	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037ec	ONI07199
OG0011735	PLAZA_proteome.selected_transcript.ppe	3760_0_0037ec	Prupe.5G105700.1
OG0011736	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00332d	ONI07048
OG0011736	PLAZA_proteome.selected_transcript.ppe	3760_0_00332d	Prupe.5G097300.1
OG0011737	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003998	ONI06331
OG0011737	PLAZA_proteome.selected_transcript.ppe	3760_0_003998	Prupe.5G053900.1
OG0011738	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003775	ONI09276
OG0011738	PLAZA_proteome.selected_transcript.ppe	3760_0_003775	Prupe.5G228400.1
OG0011739	PLAZA_proteome.selected_transcript.ppe	3760_0_003586	Prupe.5G089300.1
OG0011739	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003586	ONI06926
OG0011740	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00353a	ONI06938
OG0011740	PLAZA_proteome.selected_transcript.ppe	3760_0_00353a	Prupe.5G090200.1
OG0011741	PLAZA_proteome.selected_transcript.ppe	3760_0_00360b	Prupe.5G050600.1
OG0011741	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00360b	ONI06279
OG0011742	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00397a	ONI06537
OG0011742	PLAZA_proteome.selected_transcript.ppe	3760_0_00397a	Prupe.5G067000.1
OG0011743	PLAZA_proteome.selected_transcript.ppe	3760_0_003459	Prupe.5G168500.1
OG0011743	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003459	ONI08271
OG0011744	PLAZA_proteome.selected_transcript.ppe	3760_0_00388c	Prupe.5G022300.1
OG0011744	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00388c	ONI05745
OG0011745	PLAZA_proteome.selected_transcript.ppe	3760_0_003537	Prupe.5G027100.1
OG0011745	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003537	ONI05858
OG0011746	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003595	ONI05641
OG0011746	PLAZA_proteome.selected_transcript.ppe	3760_0_003595	Prupe.5G016100.1
OG0011747	PLAZA_proteome.selected_transcript.ppe	3760_0_0037ac	Prupe.5G101100.1
OG0011747	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037ac	ONI07123
OG0011748	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003af5	ONI07919
OG0011748	PLAZA_proteome.selected_transcript.ppe	3760_0_003af5	Prupe.5G147100.1
OG0011749	PLAZA_proteome.selected_transcript.ppe	3760_0_00341a	Prupe.5G101600.1
OG0011749	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00341a	ONI07132
OG0011750	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003678	ONI07769
OG0011750	PLAZA_proteome.selected_transcript.ppe	3760_0_003678	Prupe.5G138600.1
OG0011751	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003aa9	ONI06152
OG0011751	PLAZA_proteome.selected_transcript.ppe	3760_0_003aa9	Prupe.5G044000.1
OG0011752	PLAZA_proteome.selected_transcript.ppe	3760_0_0034c4	Prupe.5G223600.1
OG0011752	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034c4	ONI09205
OG0011753	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036d1	ONI07013
OG0011753	PLAZA_proteome.selected_transcript.ppe	3760_0_0036d1	Prupe.5G095100.1
OG0011754	PLAZA_proteome.selected_transcript.ppe	3760_0_003764	Prupe.5G207300.1
OG0011754	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003764	ONI08903
OG0011755	PLAZA_proteome.selected_transcript.ppe	3760_0_003482	Prupe.5G194100.1
OG0011755	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003482	ONI08688
OG0011756	PLAZA_proteome.selected_transcript.ppe	3760_0_0039e3	Prupe.5G008700.1
OG0011756	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039e3	ONI05460
OG0011757	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00398a	ONI09297
OG0011757	PLAZA_proteome.selected_transcript.ppe	3760_0_00398a	Prupe.5G229800.1
OG0011758	PLAZA_proteome.selected_transcript.ppe	3760_0_003ae0	Prupe.5G223000.1
OG0011758	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ae0	ONI09195
OG0011759	PLAZA_proteome.selected_transcript.ppe	3760_0_00359f	Prupe.5G187500.1
OG0011759	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00359f	ONI08591
OG0011760	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003835	ONI07032
OG0011760	PLAZA_proteome.selected_transcript.ppe	3760_0_003835	Prupe.5G096000.1
OG0011761	PLAZA_proteome.selected_transcript.ppe	3760_0_00386e	Prupe.5G118700.1
OG0011761	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00386e	ONI07415
OG0011762	PLAZA_proteome.selected_transcript.ppe	3760_0_003809	Prupe.5G089000.1
OG0011762	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003809	ONI06919
OG0011763	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038ad	ONI07553
OG0011763	PLAZA_proteome.selected_transcript.ppe	3760_0_0038ad	Prupe.5G127300.1
OG0011764	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034c9	ONI09298
OG0011764	PLAZA_proteome.selected_transcript.ppe	3760_0_0034c9	Prupe.5G229900.1
OG0011765	PLAZA_proteome.selected_transcript.ppe	3760_0_003432	Prupe.5G054800.1
OG0011765	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003432	ONI06344
OG0011766	PLAZA_proteome.selected_transcript.ppe	3760_0_003511	Prupe.5G065400.1
OG0011766	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003511	ONI06508
OG0011767	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003afe	ONI07603
OG0011767	PLAZA_proteome.selected_transcript.ppe	3760_0_003afe	Prupe.5G129900.1
OG0011768	PLAZA_proteome.selected_transcript.ppe	3760_0_0038ec	Prupe.5G163000.1
OG0011768	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038ec	ONI08191
OG0011770	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038e5	ONI05606
OG0011770	PLAZA_proteome.selected_transcript.ppe	3760_0_0038e5	Prupe.5G014900.1
OG0011771	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00378d	ONI09322
OG0011771	PLAZA_proteome.selected_transcript.ppe	3760_0_00378d	Prupe.5G231900.1
OG0011772	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00383a	ONI09533
OG0011772	PLAZA_proteome.selected_transcript.ppe	3760_0_00383a	Prupe.5G243400.1
OG0011773	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a0c	ONI05797
OG0011773	PLAZA_proteome.selected_transcript.ppe	3760_0_003a0c	Prupe.5G024400.1
OG0011774	PLAZA_proteome.selected_transcript.ppe	3760_0_00392b	Prupe.5G164300.1
OG0011774	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00392b	ONI08206
OG0011775	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003405	ONI08370
OG0011775	PLAZA_proteome.selected_transcript.ppe	3760_0_003405	Prupe.5G174000.1
OG0011776	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0033de	ONI08161
OG0011776	PLAZA_proteome.selected_transcript.ppe	3760_0_0033de	Prupe.5G160700.2
OG0011777	PLAZA_proteome.selected_transcript.ppe	3760_0_00337b	Prupe.5G003000.1
OG0011777	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00337b	ONI05349
OG0011778	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003847	ONI08296
OG0011778	PLAZA_proteome.selected_transcript.ppe	3760_0_003847	Prupe.5G170200.1
OG0011779	PLAZA_proteome.selected_transcript.ppe	3760_0_0037a0	Prupe.5G029600.1
OG0011779	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037a0	ONI05932
OG0011780	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ad5	ONI07066
OG0011780	PLAZA_proteome.selected_transcript.ppe	3760_0_003ad5	Prupe.5G098100.1
OG0011781	PLAZA_proteome.selected_transcript.ppe	3760_0_00342f	Prupe.5G134800.1
OG0011781	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00342f	ONI07672
OG0011782	PLAZA_proteome.selected_transcript.ppe	3760_0_003751	Prupe.5G035100.1
OG0011782	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003751	ONI06025
OG0011783	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003af2	ONI06972
OG0011783	PLAZA_proteome.selected_transcript.ppe	3760_0_003af2	Prupe.5G092700.1
OG0011784	PLAZA_proteome.selected_transcript.ppe	3760_0_003600	Prupe.5G135600.1
OG0011784	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003600	ONI07708
OG0011785	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003911	ONI07040
OG0011785	PLAZA_proteome.selected_transcript.ppe	3760_0_003911	Prupe.5G096800.1
OG0011786	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003556	ONI08207
OG0011786	PLAZA_proteome.selected_transcript.ppe	3760_0_003556	Prupe.5G164400.1
OG0011787	PLAZA_proteome.selected_transcript.ppe	3760_0_003988	Prupe.5G176800.1
OG0011787	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003988	ONI08413
OG0011788	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00366a	ONI06187
OG0011788	PLAZA_proteome.selected_transcript.ppe	3760_0_00366a	Prupe.5G046400.1
OG0011789	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00344c	ONI09027
OG0011789	PLAZA_proteome.selected_transcript.ppe	3760_0_00344c	Prupe.5G212800.1
OG0011790	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037c3	ONI05968
OG0011790	PLAZA_proteome.selected_transcript.ppe	3760_0_0037c3	Prupe.5G031700.1
OG0011791	PLAZA_proteome.selected_transcript.ppe	3760_0_0036e4	Prupe.5G230400.1
OG0011791	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036e4	ONI09304
OG0011793	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003878	ONI06381
OG0011793	PLAZA_proteome.selected_transcript.ppe	3760_0_003878	Prupe.5G057400.1
OG0011794	PLAZA_proteome.selected_transcript.ppe	3760_0_0035af	Prupe.5G238700.1
OG0011794	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035af	ONI09447
OG0011795	PLAZA_proteome.selected_transcript.ppe	3760_0_0039e0	Prupe.5G098900.1
OG0011795	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039e0	ONI07076
OG0011796	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034cb	ONI06236
OG0011796	PLAZA_proteome.selected_transcript.ppe	3760_0_0034cb	Prupe.5G049000.1
OG0011797	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a2b	ONI08778
OG0011797	PLAZA_proteome.selected_transcript.ppe	3760_0_003a2b	Prupe.5G200300.1
OG0011798	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003362	ONI08544
OG0011798	PLAZA_proteome.selected_transcript.ppe	3760_0_003362	Prupe.5G184500.1
OG0011799	PLAZA_proteome.selected_transcript.ppe	3760_0_003561	Prupe.5G149200.1
OG0011799	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003561	ONI07951
OG0011800	PLAZA_proteome.selected_transcript.ppe	3760_0_0035c0	Prupe.5G092400.1
OG0011800	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0035c0	ONI06966
OG0011801	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037eb	ONI08416
OG0011801	PLAZA_proteome.selected_transcript.ppe	3760_0_0037eb	Prupe.5G177100.1
OG0011802	PLAZA_proteome.selected_transcript.ppe	3760_0_003abc	Prupe.5G194600.1
OG0011802	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003abc	ONI08694
OG0011803	PLAZA_proteome.selected_transcript.ppe	3760_0_00339f	Prupe.5G199100.1
OG0011803	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00339f	ONI08756
OG0011804	PLAZA_proteome.selected_transcript.ppe	3760_0_0034b1	Prupe.5G203000.1
OG0011804	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034b1	ONI08824
OG0011805	PLAZA_proteome.selected_transcript.ppe	3760_0_003418	Prupe.5G205100.1
OG0011805	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003418	ONI08867
OG0011806	PLAZA_proteome.selected_transcript.ppe	3760_0_00391d	Prupe.5G063000.1
OG0011806	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00391d	ONI06475
OG0011807	PLAZA_proteome.selected_transcript.ppe	3760_0_003970	Prupe.5G205800.2
OG0011807	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003970	ONI08875
OG0011808	PLAZA_proteome.selected_transcript.ppe	3760_0_003331	Prupe.5G138100.1
OG0011808	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003331	ONI07762
OG0011809	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003a61	ONI06143
OG0011809	PLAZA_proteome.selected_transcript.ppe	3760_0_003a61	Prupe.5G043200.1
OG0011810	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003557	ONI08507
OG0011810	PLAZA_proteome.selected_transcript.ppe	3760_0_003557	Prupe.5G182300.1
OG0011811	PLAZA_proteome.selected_transcript.ppe	3760_0_0034b7	Prupe.5G219800.1
OG0011811	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0034b7	ONI09127
OG0011812	PLAZA_proteome.selected_transcript.ppe	3760_0_0036e7	Prupe.5G071200.1
OG0011812	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0036e7	ONI06628
OG0011813	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00347c	ONI06393
OG0011813	PLAZA_proteome.selected_transcript.ppe	3760_0_00347c	Prupe.5G058300.1
OG0011814	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0037bd	ONI08704
OG0011814	PLAZA_proteome.selected_transcript.ppe	3760_0_0037bd	Prupe.5G195500.1
OG0011815	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003ab9	ONI08210
OG0011815	PLAZA_proteome.selected_transcript.ppe	3760_0_003ab9	Prupe.5G164700.1
OG0011816	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00347e	ONI06433
OG0011816	PLAZA_proteome.selected_transcript.ppe	3760_0_00347e	Prupe.5G060100.1
OG0011817	PLAZA_proteome.selected_transcript.ppe	3760_0_003791	Prupe.5G204500.1
OG0011817	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003791	ONI08857
OG0011818	PLAZA_proteome.selected_transcript.ppe	3760_0_003758	Prupe.5G066900.1
OG0011818	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003758	ONI06536
OG0011819	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003896	ONI08615
OG0011819	PLAZA_proteome.selected_transcript.ppe	3760_0_003896	Prupe.5G189200.1
OG0011820	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0039af	ONI06213
OG0011820	PLAZA_proteome.selected_transcript.ppe	3760_0_0039af	Prupe.5G047700.1
OG0011821	PLAZA_proteome.selected_transcript.ppe	3760_0_003853	Prupe.5G180600.1
OG0011821	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003853	ONI08483
OG0011822	PLAZA_proteome.selected_transcript.ppe	3760_0_003701	Prupe.5G002900.1
OG0011822	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003701	ONI05348
OG0011823	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003aec	ONI08157
OG0011823	PLAZA_proteome.selected_transcript.ppe	3760_0_003aec	Prupe.5G160300.1
OG0011824	PLAZA_proteome.selected_transcript.ppe	3760_0_003473	Prupe.5G059100.1
OG0011824	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003473	ONI06415
OG0011825	PLAZA_proteome.selected_transcript.ppe	3760_0_00366f	Prupe.5G188300.1
OG0011825	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00366f	ONI08602
OG0011826	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_0038e4	ONI07920
OG0011826	PLAZA_proteome.selected_transcript.ppe	3760_0_0038e4	Prupe.5G147200.1
OG0011827	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_00341f	ONI08261
OG0011827	PLAZA_proteome.selected_transcript.ppe	3760_0_00341f	Prupe.5G168000.1
OG0011828	Compara_Prunus_persica.Prunus_persica_NCBIv2.pep.all	3760_0_003416	ONI08904
OG0011828	PLAZA_proteome.selected_transcript.ppe	3760_0_003416	Prupe.5G207400.1
