Orthogroup	Species	Texas_F1_protein	Orthologs
OG0018613	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G30138.1	VVA25336
OG0018616	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22985.1	VVA25356
OG0018618	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22979.1	VVA25350
OG0018619	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G23009.1	VVA25379
OG0018620	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2103.1	VVA25472
OG0018623	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2107.1	VVA25477
OG0018624	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14859.1	VVA25497
OG0018632	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8987.1	VVA25535
OG0018636	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8982.1	VVA25529
OG0018638	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16227.1	VVA25630
OG0018639	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16216.1	VVA25613
OG0018640	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21223.1	VVA25698
OG0018644	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19098.1	VVA25852
OG0018645	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19075.1	VVA25826
OG0018646	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19132.1	VVA25875
OG0018647	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19136.1	VVA25879
OG0018648	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19110.1	VVA25867
OG0018649	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19067.1	VVA25818
OG0018651	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29688.1	VVA25988
OG0018654	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29658.1	VVA25947
OG0018656	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29713.1	VVA26014
OG0018657	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21264.1	VVA26063
OG0018658	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3479.1	VVA26104
OG0018659	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3442.1	VVA26066
OG0018660	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G3482.1	VVA26108
OG0018661	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G523.1	VVA26160
OG0018663	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G526.1	VVA26163
OG0018664	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G520.1	VVA26157
OG0018666	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17842.1	VVA26238
OG0018667	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17837.1	VVA26228
OG0018669	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17871.1	VVA26256
OG0018670	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17827.1	VVA26219
OG0018671	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17874.1	VVA26260
OG0018673	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28670.1	VVA26295
OG0018677	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12632.1	VVA26372
OG0018679	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12685.1	VVA26431
OG0018681	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12640.1	VVA26383
OG0018686	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7104.1	VVA26534
OG0018688	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29330.1	VVA26652
OG0018690	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29312.1	VVA26628
OG0018691	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29327.1	VVA26646
OG0018692	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29323.1	VVA26638
OG0018705	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7865.1	VVA26865
OG0018706	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6672.1	VVA26908
OG0018710	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15275.1	VVA27021
OG0018711	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15265.1	VVA27011
OG0018712	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20164.1	VVA27002
OG0018713	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22475.1	VVA27069
OG0018714	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22474.1	VVA27067
OG0018715	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13060.1	VVA27147
OG0018717	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13019.1	VVA27106
OG0018718	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16961.1	VVA27178
OG0018721	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1365.1	VVA27225
OG0018722	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1368.1	VVA27229
OG0018723	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15038.1	VVA27247
OG0018724	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15055.1	VVA27269
OG0018725	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8909.1	VVA27369
OG0018726	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8906.1	VVA27364
OG0018728	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G70.1	VVA27505
OG0018729	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18766.1	VVA27586
OG0018730	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18736.1	VVA27564
OG0018732	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19583.1	VVA27642
OG0018733	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19584.1	VVA27643
OG0018735	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19539.1	VVA27609
OG0018739	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12548.1	VVA27804
OG0018740	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12554.1	VVA27808
OG0018741	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12592.1	VVA27845
OG0018742	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1147.1	VVA27913
OG0018743	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1189.1	VVA27952
OG0018746	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21184.1	VVA27948
OG0018748	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7464.1	VVA28009
OG0018749	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7491.1	VVA28003
OG0018750	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1408.1	VVA28069
OG0018753	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25006.1	VVA28148
OG0018757	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7697.1	VVA28243
OG0018759	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7681.1	VVA28228
OG0018760	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7704.1	VVA28244
OG0018762	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1320.1	VVA28290
OG0018766	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7622.1	VVA28328
OG0018769	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14813.1	VVA28349
OG0018770	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14856.1	VVA28380
OG0018775	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11661.1	VVA28453
OG0018778	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12022.1	VVA28476
OG0018779	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12036.1	VVA28491
OG0018780	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12252.1	VVA28501
OG0018781	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16999.1	VVA28550
OG0018782	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18389.1	VVA28553
OG0018787	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22966.1	VVA28755
OG0018789	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13118.1	VVA28770
OG0018794	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24330.1	VVA28865
OG0018797	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2029.1	VVA28983
OG0018800	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2030.1	VVA28984
OG0018802	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27297.1	VVA29030
OG0018805	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27151.1	VVA29086
OG0018808	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8585.1	VVA29158
OG0018809	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8128.1	VVA29109
OG0018810	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8131.1	VVA29111
OG0018812	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12525.1	VVA29209
OG0018813	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12492.1	VVA29172
OG0018815	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12510.1	VVA29193
OG0018817	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14792.1	VVA29348
OG0018818	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14791.1	VVA29347
OG0018819	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14751.1	VVA29299
OG0018820	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14771.1	VVA29327
OG0018825	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24507.1	VVA29427
OG0018826	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G4166.1	VVA29450
OG0018827	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G4165.1	VVA29449
OG0018829	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21363.1	VVA29496
OG0018832	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15860.1	VVA29603
OG0018833	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15850.1	VVA29590
OG0018834	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15862.1	VVA29604
OG0018837	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21557.1	VVA29695
OG0018838	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13321.1	VVA29715
OG0018839	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G107.1	VVA29752
OG0018840	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20657.1	VVA29780
OG0018841	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20655.1	VVA29775
OG0018842	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20675.1	VVA29792
OG0018843	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20674.1	VVA29794
OG0018846	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27386.1	VVA29864
OG0018848	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27383.1	VVA29861
OG0018852	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19463.1	VVA29945
OG0018855	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19425.1	VVA29914
OG0018856	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19448.1	VVA29936
OG0018857	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G29184.1	VVA30001
OG0018860	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28916.1	VVA30122
OG0018862	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18421.1	VVA30193
OG0018863	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8303.1	VVA30198
OG0018866	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28109.1	VVA30248
OG0018867	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28111.1	VVA30252
OG0018868	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24887.1	VVA30289
OG0018869	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24888.1	VVA30290
OG0018871	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11556.1	VVA30295
OG0018872	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27441.1	VVA30309
OG0018873	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27449.1	VVA30303
OG0018874	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27437.1	VVA30313
OG0018875	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2736.1	VVA30335
OG0018876	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28517.1	VVA30332
OG0018877	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24916.1	VVA30344
OG0018879	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19179.1	VVA30462
OG0018883	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13953.1	VVA30645
OG0018884	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13985.1	VVA30683
OG0018885	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14009.1	VVA30711
OG0018886	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14020.1	VVA30724
OG0018887	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14210.1	VVA30768
OG0018888	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14190.1	VVA30745
OG0018889	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14215.1	VVA30774
OG0018890	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8734.1	VVA30790
OG0018891	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8744.1	VVA30797
OG0018892	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8739.1	VVA30794
OG0018893	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6090.1	VVA30859
OG0018895	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6069.1	VVA30833
OG0018898	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11912.1	VVA30891
OG0018901	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7646.1	VVA30906
OG0018902	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7650.1	VVA30908
OG0018905	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22189.1	VVA30958
OG0018907	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13905.1	VVA31019
OG0018910	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14669.1	VVA31084
OG0018912	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18606.1	VVA31144
OG0018915	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20995.1	VVA31227
OG0018916	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G267.1	VVA31239
OG0018917	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2280.1	VVA31243
OG0018920	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27033.1	VVA31267
OG0018921	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27045.1	VVA31285
OG0018923	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27080.1	VVA31301
OG0018924	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2062.1	VVA31335
OG0018925	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2052.1	VVA31323
OG0018926	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2037.1	VVA31309
OG0018927	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2053.1	VVA31324
OG0018928	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21136.1	VVA31347
OG0018931	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18546.1	VVA31463
OG0018932	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18545.1	VVA31462
OG0018934	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28443.1	VVA31500
OG0018935	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7123.1	VVA31548
OG0018936	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21996.1	VVA31564
OG0018942	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27262.1	VVA31748
OG0018943	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27265.1	VVA31752
OG0018945	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20009.1	VVA31839
OG0018947	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G10639.1	VVA31873
OG0018949	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G20582.1	VVA32010
OG0018953	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14338.1	VVA32154
OG0018959	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11542.1	VVA32286
OG0018960	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11549.1	VVA32294
OG0018961	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17908.1	VVA32326
OG0018964	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7538.1	VVA32385
OG0018965	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7535.1	VVA32383
OG0018967	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17703.1	VVA32401
OG0018968	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17702.1	VVA32400
OG0018969	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12912.1	VVA32425
OG0018970	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G8548.1	VVA32490
OG0018971	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22377.1	VVA32475
OG0018972	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17649.1	VVA32497
OG0018973	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17650.1	VVA32498
OG0018974	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G13285.1	VVA32534
OG0018975	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14725.1	VVA32579
OG0018978	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11823.1	VVA32629
OG0018979	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11264.1	VVA32656
OG0018980	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7198.1	VVA32682
OG0018985	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16581.1	VVA32781
OG0018986	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16556.1	VVA32772
OG0018990	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21649.1	VVA32850
OG0018991	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11817.1	VVA32889
OG0018995	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16615.1	VVA32988
OG0018996	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19769.1	VVA33023
OG0018997	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21697.1	VVA33093
OG0019000	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G23435.1	VVA33133
OG0019002	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28358.1	VVA33184
OG0019003	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G792.1	VVA33311
OG0019005	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12092.1	VVA33314
OG0019006	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G12099.1	VVA33318
OG0019007	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27655.1	VVA33344
OG0019008	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27652.1	VVA33337
OG0019009	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7049.1	VVA33393
OG0019010	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7069.1	VVA33408
OG0019011	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7056.1	VVA33397
OG0019013	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27096.1	VVA33459
OG0019014	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27610.1	VVA33482
OG0019016	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27607.1	VVA33479
OG0019019	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27832.1	VVA33536
OG0019020	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7047.1	VVA33556
OG0019024	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16281.1	VVA33571
OG0019027	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17721.1	VVA33606
OG0019028	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17719.1	VVA33604
OG0019029	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17722.1	VVA33607
OG0019031	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2764.1	VVA33820
OG0019032	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G203.1	VVA33844
OG0019033	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21533.1	VVA33874
OG0019035	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21426.1	VVA33920
OG0019036	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22029.1	VVA33995
OG0019037	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2218.1	VVA34043
OG0019039	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2219.1	VVA34044
OG0019040	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2239.1	VVA34062
OG0019041	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G2220.1	VVA34045
OG0019044	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7960.1	VVA34100
OG0019045	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7963.1	VVA34103
OG0019047	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7959.1	VVA34099
OG0019049	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G811.1	VVA34120
OG0019050	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G828.1	VVA34149
OG0019051	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G815.1	VVA34127
OG0019058	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17782.1	VVA34197
OG0019060	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G5582.1	VVA34225
OG0019062	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21130.1	VVA34250
OG0019063	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21131.1	VVA34251
OG0019064	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21128.1	VVA34249
OG0019065	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G21113.1	VVA34234
OG0019066	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6940.1	VVA34286
OG0019067	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7977.1	VVA34356
OG0019068	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7988.1	VVA34369
OG0019069	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7983.1	VVA34365
OG0019071	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27011.1	VVA34403
OG0019073	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27008.1	VVA34398
OG0019074	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G27007.1	VVA34397
OG0019075	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6850.1	VVA34418
OG0019078	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G15407.1	VVA34488
OG0019080	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G18091.1	VVA34544
OG0019081	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24622.1	VVA34572
OG0019083	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G7717.1	VVA34591
OG0019087	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G6383.1	VVA34622
OG0019091	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25093.1	VVA34661
OG0019092	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G25075.1	VVA34640
OG0019094	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17433.1	VVA34690
OG0019095	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G17434.1	VVA34688
OG0019097	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22780.1	VVA34775
OG0019098	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22767.1	VVA34755
OG0019099	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14222.1	VVA34790
OG0019100	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G14241.1	VVA34812
OG0019101	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G22568.1	VVA34818
OG0019104	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19504.1	VVA34935
OG0019105	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G19518.1	VVA34911
OG0019108	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G24404.1	VVA34984
OG0019109	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G28414.1	VVA34999
OG0019110	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G10596.1	VVA35042
OG0019112	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G11185.1	VVA35102
OG0019113	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G1123.1	VVA35129
OG0019116	Compara_Prunus_dulcis.ALMONDv2.pep.all	TexasF1_G16316.1	VVA35260
