Orthogroup	Species	Compara_Prunus_dulcis.ALMONDv2.pep.all	Orthologs
OG0011841	OrthoDB_Prunus_dulcis_CNAG	VVA21655	3755_0_002afc
OG0011842	OrthoDB_Prunus_dulcis_CNAG	VVA21618	3755_0_00292f
OG0011842	Texas_F1_protein	VVA21618	TexasF1_G14116.1
OG0011843	Texas_F1_protein	VVA21656	TexasF1_G14154.1
OG0011843	OrthoDB_Prunus_dulcis_CNAG	VVA21656	3755_0_003080
OG0011844	Texas_F1_protein	VVA21514	TexasF1_G14030.1
OG0011844	OrthoDB_Prunus_dulcis_CNAG	VVA21514	3755_0_002e76
OG0011845	OrthoDB_Prunus_dulcis_CNAG	VVA21548	3755_0_0028bb
OG0011845	Texas_F1_protein	VVA21548	TexasF1_G14063.1
OG0011846	OrthoDB_Prunus_dulcis_CNAG	VVA21528	3755_0_0027c0
OG0011846	Texas_F1_protein	VVA21528	TexasF1_G14047.1
OG0011847	OrthoDB_Prunus_dulcis_CNAG	VVA21589	3755_0_002b73
OG0011847	Texas_F1_protein	VVA21589	TexasF1_G14096.1
OG0011848	Texas_F1_protein	VVA21634	TexasF1_G14131.1
OG0011848	OrthoDB_Prunus_dulcis_CNAG	VVA21634	3755_0_002ac9
OG0011849	Texas_F1_protein	VVA21570	TexasF1_G14084.1
OG0011849	OrthoDB_Prunus_dulcis_CNAG	VVA21570	3755_0_002bff
OG0011850	OrthoDB_Prunus_dulcis_CNAG	VVA21515	3755_0_00286f
OG0011850	Texas_F1_protein	VVA21515	TexasF1_G14031.1
OG0011851	Texas_F1_protein	VVA21567	TexasF1_G14081.1
OG0011851	OrthoDB_Prunus_dulcis_CNAG	VVA21567	3755_0_0027c4
OG0011852	OrthoDB_Prunus_dulcis_CNAG	VVA21635	3755_0_002a57
OG0011852	Texas_F1_protein	VVA21635	TexasF1_G14132.1
OG0011853	OrthoDB_Prunus_dulcis_CNAG	VVA21645	3755_0_002b6e
OG0011853	Texas_F1_protein	VVA21645	TexasF1_G14143.1
OG0011854	Texas_F1_protein	VVA21527	TexasF1_G14046.1
OG0011854	OrthoDB_Prunus_dulcis_CNAG	VVA21527	3755_0_002a2c
OG0011855	OrthoDB_Prunus_dulcis_CNAG	VVA21651	3755_0_002a05
OG0011855	Texas_F1_protein	VVA21651	TexasF1_G14149.1
OG0011856	Texas_F1_protein	VVA21620	TexasF1_G14118.1
OG0011856	OrthoDB_Prunus_dulcis_CNAG	VVA21620	3755_0_002d68
OG0011857	Texas_F1_protein	VVA21521	TexasF1_G14038.1
OG0011857	OrthoDB_Prunus_dulcis_CNAG	VVA21521	3755_0_002840
OG0011858	Texas_F1_protein	VVA21652	TexasF1_G14150.1
OG0011858	OrthoDB_Prunus_dulcis_CNAG	VVA21652	3755_0_002dcc
OG0011859	OrthoDB_Prunus_dulcis_CNAG	VVA21763	3755_0_0038c8
OG0011859	Texas_F1_protein	VVA21763	TexasF1_G19012.1
OG0011860	Texas_F1_protein	VVA21804	TexasF1_G19046.1
OG0011860	OrthoDB_Prunus_dulcis_CNAG	VVA21804	3755_0_00319b
OG0011861	Texas_F1_protein	VVA21708	TexasF1_G18962.1
OG0011861	OrthoDB_Prunus_dulcis_CNAG	VVA21708	3755_0_0034dc
OG0011862	Texas_F1_protein	VVA21791	TexasF1_G19032.1
OG0011862	OrthoDB_Prunus_dulcis_CNAG	VVA21791	3755_0_00321d
OG0011863	OrthoDB_Prunus_dulcis_CNAG	VVA21676	3755_0_0036a8
OG0011863	Texas_F1_protein	VVA21676	TexasF1_G18931.1
OG0011864	OrthoDB_Prunus_dulcis_CNAG	VVA21687	3755_0_0033f6
OG0011864	Texas_F1_protein	VVA21687	TexasF1_G18941.1
OG0011865	OrthoDB_Prunus_dulcis_CNAG	VVA21709	3755_0_0035cd
OG0011865	Texas_F1_protein	VVA21709	TexasF1_G18963.1
OG0011866	OrthoDB_Prunus_dulcis_CNAG	VVA21801	3755_0_0033dd
OG0011866	Texas_F1_protein	VVA21801	TexasF1_G19043.1
OG0011867	Texas_F1_protein	VVA21785, VVA21782	TexasF1_G19028.1
OG0011868	Texas_F1_protein	VVA21756	TexasF1_G19006.1
OG0011868	OrthoDB_Prunus_dulcis_CNAG	VVA21756	3755_0_0031a7
OG0011869	OrthoDB_Prunus_dulcis_CNAG	VVA21755	3755_0_003202
OG0011869	Texas_F1_protein	VVA21755	TexasF1_G19005.1
OG0011870	Texas_F1_protein	VVA21795	TexasF1_G19036.1
OG0011870	OrthoDB_Prunus_dulcis_CNAG	VVA21795	3755_0_0030d7
OG0011871	Texas_F1_protein	VVA21730	TexasF1_G18984.1
OG0011871	OrthoDB_Prunus_dulcis_CNAG	VVA21730	3755_0_003700
OG0011872	Texas_F1_protein	VVA21747	TexasF1_G18998.1
OG0011872	OrthoDB_Prunus_dulcis_CNAG	VVA21747	3755_0_003394
OG0011873	Texas_F1_protein	VVA21692	TexasF1_G18947.1
OG0011873	OrthoDB_Prunus_dulcis_CNAG	VVA21692	3755_0_00368c
OG0011874	Texas_F1_protein	VVA21761	TexasF1_G19010.1
OG0011874	OrthoDB_Prunus_dulcis_CNAG	VVA21761	3755_0_00315c
OG0011875	OrthoDB_Prunus_dulcis_CNAG	VVA21719	3755_0_003242
OG0011875	Texas_F1_protein	VVA21719	TexasF1_G18976.1
OG0011876	Texas_F1_protein	VVA21752	TexasF1_G19002.1
OG0011876	OrthoDB_Prunus_dulcis_CNAG	VVA21752	3755_0_003650
OG0011877	OrthoDB_Prunus_dulcis_CNAG	VVA21764	3755_0_0037e7
OG0011877	Texas_F1_protein	VVA21764	TexasF1_G19013.1
OG0011878	OrthoDB_Prunus_dulcis_CNAG	VVA21710	3755_0_0034b6
OG0011878	Texas_F1_protein	VVA21710	TexasF1_G18964.1
OG0011879	Texas_F1_protein	VVA21797	TexasF1_G19038.1
OG0011879	OrthoDB_Prunus_dulcis_CNAG	VVA21797	3755_0_00366c
OG0011880	OrthoDB_Prunus_dulcis_CNAG	VVA21811	3755_0_0036ce
OG0011880	Texas_F1_protein	VVA21811	TexasF1_G19052.1
OG0011881	OrthoDB_Prunus_dulcis_CNAG	VVA21754	3755_0_00314a
OG0011881	Texas_F1_protein	VVA21754	TexasF1_G19004.1
OG0011882	OrthoDB_Prunus_dulcis_CNAG	VVA21686	3755_0_003304
OG0011882	Texas_F1_protein	VVA21686	TexasF1_G18940.1
OG0011883	Texas_F1_protein	VVA21714	TexasF1_G18968.1
OG0011883	OrthoDB_Prunus_dulcis_CNAG	VVA21714	3755_0_0035f1
OG0011884	OrthoDB_Prunus_dulcis_CNAG	VVA21735	3755_0_00378e
OG0011884	Texas_F1_protein	VVA21735	TexasF1_G18989.1
OG0011885	OrthoDB_Prunus_dulcis_CNAG	VVA21731	3755_0_0033ca
OG0011885	Texas_F1_protein	VVA21731	TexasF1_G18986.1
OG0011886	OrthoDB_Prunus_dulcis_CNAG	VVA21701	3755_0_00381b
OG0011886	Texas_F1_protein	VVA21701	TexasF1_G18956.1
OG0011887	OrthoDB_Prunus_dulcis_CNAG	VVA21762	3755_0_00351b
OG0011887	Texas_F1_protein	VVA21762	TexasF1_G19011.1
OG0011888	OrthoDB_Prunus_dulcis_CNAG	VVA21733	3755_0_0036f1
OG0011888	Texas_F1_protein	VVA21733	TexasF1_G18988.1
OG0011889	OrthoDB_Prunus_dulcis_CNAG	VVA21746	3755_0_0035cf
OG0011889	Texas_F1_protein	VVA21746	TexasF1_G18997.1
OG0011890	Texas_F1_protein	VVA21698	TexasF1_G18954.1
OG0011890	OrthoDB_Prunus_dulcis_CNAG	VVA21698	3755_0_003312
OG0011891	Texas_F1_protein	VVA21800	TexasF1_G19042.1
OG0011891	OrthoDB_Prunus_dulcis_CNAG	VVA21800	3755_0_003611
OG0011892	Texas_F1_protein	VVA21741	TexasF1_G18993.1
OG0011892	OrthoDB_Prunus_dulcis_CNAG	VVA21741	3755_0_0030d8
OG0011893	OrthoDB_Prunus_dulcis_CNAG	VVA21737, VVA21736	3755_0_003359
OG0011894	Texas_F1_protein	VVA21697	TexasF1_G18953.1
OG0011894	OrthoDB_Prunus_dulcis_CNAG	VVA21697	3755_0_003113
OG0011895	Texas_F1_protein	VVA21713	TexasF1_G18967.1
OG0011895	OrthoDB_Prunus_dulcis_CNAG	VVA21713	3755_0_0030ea
OG0011896	Texas_F1_protein	VVA21803	TexasF1_G19045.1
OG0011896	OrthoDB_Prunus_dulcis_CNAG	VVA21803	3755_0_003404
OG0011897	Texas_F1_protein	VVA21753	TexasF1_G19003.1
OG0011897	OrthoDB_Prunus_dulcis_CNAG	VVA21753	3755_0_003323
OG0011898	OrthoDB_Prunus_dulcis_CNAG	VVA21711	3755_0_003568
OG0011898	Texas_F1_protein	VVA21711	TexasF1_G18965.1
OG0011899	Texas_F1_protein	VVA21683	TexasF1_G18936.1
OG0011899	OrthoDB_Prunus_dulcis_CNAG	VVA21683	3755_0_003144
OG0011900	OrthoDB_Prunus_dulcis_CNAG	VVA21703	3755_0_003445
OG0011900	Texas_F1_protein	VVA21703	TexasF1_G18958.1
OG0011901	OrthoDB_Prunus_dulcis_CNAG	VVA21732	3755_0_003839
OG0011901	Texas_F1_protein	VVA21732	TexasF1_G18987.1
OG0011902	Texas_F1_protein	VVA21748	TexasF1_G18999.1
OG0011902	OrthoDB_Prunus_dulcis_CNAG	VVA21748	3755_0_003295
OG0011903	OrthoDB_Prunus_dulcis_CNAG	VVA21806	3755_0_003351
OG0011903	Texas_F1_protein	VVA21806	TexasF1_G19048.1
OG0011904	OrthoDB_Prunus_dulcis_CNAG	VVA21796	3755_0_0036c6
OG0011904	Texas_F1_protein	VVA21796	TexasF1_G19037.1
OG0011905	OrthoDB_Prunus_dulcis_CNAG	VVA21716	3755_0_0035a3
OG0011905	Texas_F1_protein	VVA21716	TexasF1_G18970.1
OG0011906	Texas_F1_protein	VVA21684	TexasF1_G18937.1
OG0011906	OrthoDB_Prunus_dulcis_CNAG	VVA21684	3755_0_0034f9
OG0011907	Texas_F1_protein	VVA21694	TexasF1_G18950.1
OG0011907	OrthoDB_Prunus_dulcis_CNAG	VVA21694	3755_0_003711
OG0011908	Texas_F1_protein	VVA21715	TexasF1_G18969.1
OG0011908	OrthoDB_Prunus_dulcis_CNAG	VVA21715	3755_0_003430
OG0011909	Texas_F1_protein	VVA21718	TexasF1_G18973.1
OG0011909	OrthoDB_Prunus_dulcis_CNAG	VVA21718	3755_0_00332f
OG0011910	OrthoDB_Prunus_dulcis_CNAG	VVA21774	3755_0_0035eb
OG0011910	Texas_F1_protein	VVA21774	TexasF1_G19021.1
OG0011911	OrthoDB_Prunus_dulcis_CNAG	VVA21695	3755_0_0035b6
OG0011911	Texas_F1_protein	VVA21695	TexasF1_G18951.1
OG0011912	Texas_F1_protein	VVA21689	TexasF1_G18943.1
OG0011912	OrthoDB_Prunus_dulcis_CNAG	VVA21689	3755_0_003794
OG0011913	OrthoDB_Prunus_dulcis_CNAG	VVA21705	3755_0_003343
OG0011913	Texas_F1_protein	VVA21705	TexasF1_G18960.1
OG0011914	Texas_F1_protein	VVA21805	TexasF1_G19047.1
OG0011914	OrthoDB_Prunus_dulcis_CNAG	VVA21805	3755_0_003190
OG0011915	OrthoDB_Prunus_dulcis_CNAG	VVA21760	3755_0_0032f9
OG0011915	Texas_F1_protein	VVA21760	TexasF1_G19009.1
OG0011916	OrthoDB_Prunus_dulcis_CNAG	VVA21693	3755_0_0033dc
OG0011916	Texas_F1_protein	VVA21693	TexasF1_G18949.1
OG0011917	OrthoDB_Prunus_dulcis_CNAG	VVA21745	3755_0_003804
OG0011917	Texas_F1_protein	VVA21745	TexasF1_G18996.1
OG0011918	OrthoDB_Prunus_dulcis_CNAG	VVA21685	3755_0_0033f7
OG0011918	Texas_F1_protein	VVA21685	TexasF1_G18939.1
OG0011919	OrthoDB_Prunus_dulcis_CNAG	VVA21688	3755_0_0032f3
OG0011919	Texas_F1_protein	VVA21688	TexasF1_G18942.1
OG0011920	Texas_F1_protein	VVA21744	TexasF1_G18995.1
OG0011920	OrthoDB_Prunus_dulcis_CNAG	VVA21744	3755_0_0035bc
OG0011921	Texas_F1_protein	VVA21712	TexasF1_G18966.1
OG0011921	OrthoDB_Prunus_dulcis_CNAG	VVA21712	3755_0_0030bd
OG0011922	OrthoDB_Prunus_dulcis_CNAG	VVA21722	3755_0_003518
OG0011922	Texas_F1_protein	VVA21722	TexasF1_G18978.1
OG0011923	OrthoDB_Prunus_dulcis_CNAG	VVA21704	3755_0_0034b2
OG0011923	Texas_F1_protein	VVA21704	TexasF1_G18959.1
OG0011924	Texas_F1_protein	VVA21808	TexasF1_G19050.1
OG0011924	OrthoDB_Prunus_dulcis_CNAG	VVA21808	3755_0_0030d9
OG0011925	Texas_F1_protein	VVA21866	TexasF1_G25489.1
OG0011925	OrthoDB_Prunus_dulcis_CNAG	VVA21866	3755_0_004cc4
OG0011926	OrthoDB_Prunus_dulcis_CNAG	VVA21892	3755_0_00477b
OG0011926	Texas_F1_protein	VVA21892	TexasF1_G25511.1
OG0011927	OrthoDB_Prunus_dulcis_CNAG	VVA21848	3755_0_0049e9
OG0011927	Texas_F1_protein	VVA21848	TexasF1_G25474.1
OG0011928	Texas_F1_protein	VVA21908	TexasF1_G25525.1
OG0011928	OrthoDB_Prunus_dulcis_CNAG	VVA21908	3755_0_004beb
OG0011929	OrthoDB_Prunus_dulcis_CNAG	VVA21825	3755_0_004995
OG0011929	Texas_F1_protein	VVA21825	TexasF1_G25455.1
OG0011930	OrthoDB_Prunus_dulcis_CNAG	VVA21849	3755_0_004ac0
OG0011930	Texas_F1_protein	VVA21849	TexasF1_G25475.1
OG0011931	Texas_F1_protein	VVA21833	TexasF1_G25460.1
OG0011931	OrthoDB_Prunus_dulcis_CNAG	VVA21833	3755_0_004d8f
OG0011932	Texas_F1_protein	VVA21889	TexasF1_G25509.1
OG0011932	OrthoDB_Prunus_dulcis_CNAG	VVA21889	3755_0_0044f5
OG0011933	Texas_F1_protein	VVA21828	TexasF1_G25457.1
OG0011933	OrthoDB_Prunus_dulcis_CNAG	VVA21828	3755_0_00457c
OG0011934	Texas_F1_protein	VVA21899	TexasF1_G25517.1
OG0011934	OrthoDB_Prunus_dulcis_CNAG	VVA21899	3755_0_004d4a
OG0011935	Texas_F1_protein	VVA21840	TexasF1_G25467.1
OG0011935	OrthoDB_Prunus_dulcis_CNAG	VVA21840	3755_0_004505
OG0011936	OrthoDB_Prunus_dulcis_CNAG	VVA21846	3755_0_004577
OG0011936	Texas_F1_protein	VVA21846	TexasF1_G25472.1
OG0011937	Texas_F1_protein	VVA21894	TexasF1_G25513.1
OG0011937	OrthoDB_Prunus_dulcis_CNAG	VVA21894	3755_0_004884
OG0011938	OrthoDB_Prunus_dulcis_CNAG	VVA21890	3755_0_00499f
OG0011938	Texas_F1_protein	VVA21890	TexasF1_G25510.1
OG0011939	OrthoDB_Prunus_dulcis_CNAG	VVA21880	3755_0_004760
OG0011939	Texas_F1_protein	VVA21880	TexasF1_G25503.1
OG0011940	Texas_F1_protein	VVA21832	TexasF1_G25459.1
OG0011940	OrthoDB_Prunus_dulcis_CNAG	VVA21832	3755_0_0047f0
OG0011941	OrthoDB_Prunus_dulcis_CNAG	VVA21863	3755_0_0044f6
OG0011941	Texas_F1_protein	VVA21863	TexasF1_G25485.1
OG0011942	OrthoDB_Prunus_dulcis_CNAG	VVA21839	3755_0_0047a3
OG0011942	Texas_F1_protein	VVA21839	TexasF1_G25465.1
OG0011943	Texas_F1_protein	VVA21847	TexasF1_G25473.1
OG0011943	OrthoDB_Prunus_dulcis_CNAG	VVA21847	3755_0_004528
OG0011945	OrthoDB_Prunus_dulcis_CNAG	VVA21887	3755_0_004518
OG0011945	Texas_F1_protein	VVA21887	TexasF1_G25507.1
OG0011946	Texas_F1_protein	VVA21851	TexasF1_G25476.1
OG0011946	OrthoDB_Prunus_dulcis_CNAG	VVA21851	3755_0_004550
OG0011947	OrthoDB_Prunus_dulcis_CNAG	VVA21864	3755_0_004b58
OG0011947	Texas_F1_protein	VVA21864	TexasF1_G25487.1
OG0011948	OrthoDB_Prunus_dulcis_CNAG	VVA21835	3755_0_004b6a
OG0011948	Texas_F1_protein	VVA21835	TexasF1_G25462.1
OG0011949	OrthoDB_Prunus_dulcis_CNAG	VVA21862	3755_0_004778
OG0011949	Texas_F1_protein	VVA21862	TexasF1_G25484.1
OG0011950	Texas_F1_protein	VVA21845	TexasF1_G25471.1
OG0011950	OrthoDB_Prunus_dulcis_CNAG	VVA21845	3755_0_004cab
OG0011951	OrthoDB_Prunus_dulcis_CNAG	VVA21836	3755_0_004562
OG0011951	Texas_F1_protein	VVA21836	TexasF1_G25463.1
OG0011952	Texas_F1_protein	VVA21874	TexasF1_G25497.1
OG0011952	OrthoDB_Prunus_dulcis_CNAG	VVA21874	3755_0_004856
OG0011953	Texas_F1_protein	VVA21888	TexasF1_G25508.1
OG0011953	OrthoDB_Prunus_dulcis_CNAG	VVA21888	3755_0_004672
OG0011954	Texas_F1_protein	VVA21910	TexasF1_G25528.1
OG0011954	OrthoDB_Prunus_dulcis_CNAG	VVA21910	3755_0_0044e8
OG0011955	OrthoDB_Prunus_dulcis_CNAG	VVA21834	3755_0_0045c0
OG0011955	Texas_F1_protein	VVA21834	TexasF1_G25461.1
OG0011956	Texas_F1_protein	VVA21877	TexasF1_G25501.1
OG0011956	OrthoDB_Prunus_dulcis_CNAG	VVA21877	3755_0_004964
OG0011957	OrthoDB_Prunus_dulcis_CNAG	VVA21876	3755_0_004573
OG0011957	Texas_F1_protein	VVA21876	TexasF1_G25500.1
OG0011958	Texas_F1_protein	VVA21870	TexasF1_G25493.1
OG0011958	OrthoDB_Prunus_dulcis_CNAG	VVA21870	3755_0_00454f
OG0011959	OrthoDB_Prunus_dulcis_CNAG	VVA21872	3755_0_00496a
OG0011959	Texas_F1_protein	VVA21872	TexasF1_G25495.1
OG0011960	Texas_F1_protein	VVA21873	TexasF1_G25496.1
OG0011960	OrthoDB_Prunus_dulcis_CNAG	VVA21873	3755_0_004945
OG0011961	Texas_F1_protein	VVA21867	TexasF1_G25490.1
OG0011961	OrthoDB_Prunus_dulcis_CNAG	VVA21867	3755_0_0049d4
OG0011962	OrthoDB_Prunus_dulcis_CNAG	VVA21854	3755_0_004b74
OG0011962	Texas_F1_protein	VVA21854	TexasF1_G25481.1
OG0011963	OrthoDB_Prunus_dulcis_CNAG	VVA21865	3755_0_004aa3
OG0011963	Texas_F1_protein	VVA21865	TexasF1_G25488.1
OG0011964	Texas_F1_protein	VVA21903	TexasF1_G25521.1
OG0011964	OrthoDB_Prunus_dulcis_CNAG	VVA21903	3755_0_004875
OG0011965	OrthoDB_Prunus_dulcis_CNAG	VVA21898	3755_0_004d37
OG0011965	Texas_F1_protein	VVA21898	TexasF1_G25516.1
OG0011966	OrthoDB_Prunus_dulcis_CNAG	VVA21875	3755_0_00460d
OG0011966	Texas_F1_protein	VVA21875	TexasF1_G25499.1
OG0011967	OrthoDB_Prunus_dulcis_CNAG	VVA21904	3755_0_004a8f
OG0011967	Texas_F1_protein	VVA21904	TexasF1_G25522.1
OG0011968	OrthoDB_Prunus_dulcis_CNAG	VVA21897	3755_0_004921
OG0011968	Texas_F1_protein	VVA21897	TexasF1_G25515.1
OG0011969	Texas_F1_protein	VVA21936	TexasF1_G7256.1
OG0011969	OrthoDB_Prunus_dulcis_CNAG	VVA21936	3755_0_001c56
OG0011970	OrthoDB_Prunus_dulcis_CNAG	VVA21966	3755_0_001a3c
OG0011970	Texas_F1_protein	VVA21966	TexasF1_G7281.1
OG0011971	Texas_F1_protein	VVA21948	TexasF1_G7265.1
OG0011971	OrthoDB_Prunus_dulcis_CNAG	VVA21948	3755_0_001a8f
OG0011972	OrthoDB_Prunus_dulcis_CNAG	VVA21940	3755_0_00193e
OG0011972	Texas_F1_protein	VVA21940	TexasF1_G7260.1
OG0011973	OrthoDB_Prunus_dulcis_CNAG	VVA21923	3755_0_0016a0
OG0011973	Texas_F1_protein	VVA21923	TexasF1_G7246.1
OG0011974	Texas_F1_protein	VVA21962	TexasF1_G7278.1
OG0011974	OrthoDB_Prunus_dulcis_CNAG	VVA21962	3755_0_001d0b
OG0011975	OrthoDB_Prunus_dulcis_CNAG	VVA21951	3755_0_001ae5
OG0011975	Texas_F1_protein	VVA21951	TexasF1_G7269.1
OG0011976	Texas_F1_protein	VVA21930	TexasF1_G7253.1
OG0011976	OrthoDB_Prunus_dulcis_CNAG	VVA21930	3755_0_001650
OG0011977	Texas_F1_protein	VVA21961	TexasF1_G7277.1
OG0011977	OrthoDB_Prunus_dulcis_CNAG	VVA21961	3755_0_0019af
OG0011978	Texas_F1_protein	VVA21925	TexasF1_G7248.1
OG0011978	OrthoDB_Prunus_dulcis_CNAG	VVA21925	3755_0_00185e
OG0011979	OrthoDB_Prunus_dulcis_CNAG	VVA21939	3755_0_001b3e
OG0011979	Texas_F1_protein	VVA21939	TexasF1_G7259.1
OG0011980	OrthoDB_Prunus_dulcis_CNAG	VVA21960	3755_0_001454
OG0011980	Texas_F1_protein	VVA21960	TexasF1_G7276.1
OG0011981	Texas_F1_protein	VVA21950	TexasF1_G7268.1
OG0011981	OrthoDB_Prunus_dulcis_CNAG	VVA21950	3755_0_001423
OG0011982	OrthoDB_Prunus_dulcis_CNAG	VVA21989	3755_0_0051e2
OG0011982	Texas_F1_protein	VVA21989	TexasF1_G28260.1
OG0011983	OrthoDB_Prunus_dulcis_CNAG	VVA21998	3755_0_004dd0
OG0011983	Texas_F1_protein	VVA21998	TexasF1_G28266.1
OG0011984	Texas_F1_protein	VVA22021	TexasF1_G28284.1
OG0011984	OrthoDB_Prunus_dulcis_CNAG	VVA22021	3755_0_004faa
OG0011985	OrthoDB_Prunus_dulcis_CNAG	VVA22050	3755_0_00543b
OG0011985	Texas_F1_protein	VVA22050	TexasF1_G28330.1
OG0011986	OrthoDB_Prunus_dulcis_CNAG	VVA22002	3755_0_005508
OG0011986	Texas_F1_protein	VVA22002	TexasF1_G28270.1
OG0011987	Texas_F1_protein	VVA21985	TexasF1_G28255.1
OG0011987	OrthoDB_Prunus_dulcis_CNAG	VVA21985	3755_0_004ead
OG0011988	Texas_F1_protein	VVA22049	TexasF1_G28329.1
OG0011988	OrthoDB_Prunus_dulcis_CNAG	VVA22049	3755_0_0052a7
OG0011989	Texas_F1_protein	VVA22012	TexasF1_G28279.1
OG0011989	OrthoDB_Prunus_dulcis_CNAG	VVA22012	3755_0_005599
OG0011990	Texas_F1_protein	VVA22001	TexasF1_G28269.1
OG0011990	OrthoDB_Prunus_dulcis_CNAG	VVA22001	3755_0_00506f
OG0011991	OrthoDB_Prunus_dulcis_CNAG	VVA21990	3755_0_004eb5
OG0011991	Texas_F1_protein	VVA21990	TexasF1_G28262.1
OG0011992	OrthoDB_Prunus_dulcis_CNAG	VVA21991	3755_0_0055d7
OG0011992	Texas_F1_protein	VVA21991	TexasF1_G28263.1
OG0011993	OrthoDB_Prunus_dulcis_CNAG	VVA22000	3755_0_005567
OG0011993	Texas_F1_protein	VVA22000	TexasF1_G28268.1
OG0011994	OrthoDB_Prunus_dulcis_CNAG	VVA21973	3755_0_004dc6
OG0011994	Texas_F1_protein	VVA21973	TexasF1_G28238.1
OG0011995	Texas_F1_protein	VVA21996	TexasF1_G28265.1
OG0011995	OrthoDB_Prunus_dulcis_CNAG	VVA21996	3755_0_004ea2
OG0011996	OrthoDB_Prunus_dulcis_CNAG	VVA22046	3755_0_005175
OG0011996	Texas_F1_protein	VVA22046	TexasF1_G28326.1
OG0011997	OrthoDB_Prunus_dulcis_CNAG	VVA21970	3755_0_0053ab
OG0011997	Texas_F1_protein	VVA21970	TexasF1_G28235.1
OG0011998	Texas_F1_protein	VVA22048	TexasF1_G28328.1
OG0011998	OrthoDB_Prunus_dulcis_CNAG	VVA22048	3755_0_005455
OG0011999	OrthoDB_Prunus_dulcis_CNAG	VVA21999	3755_0_005392
OG0011999	Texas_F1_protein	VVA21999	TexasF1_G28267.1
OG0012000	OrthoDB_Prunus_dulcis_CNAG	VVA22014	3755_0_004e61
OG0012000	Texas_F1_protein	VVA22014	TexasF1_G28280.1
OG0012001	Texas_F1_protein	VVA22091	TexasF1_G15135.1
OG0012001	OrthoDB_Prunus_dulcis_CNAG	VVA22091	3755_0_00300e
OG0012002	Texas_F1_protein	VVA22167	TexasF1_G15193.1
OG0012002	OrthoDB_Prunus_dulcis_CNAG	VVA22167	3755_0_002a70
OG0012003	OrthoDB_Prunus_dulcis_CNAG	VVA22113	3755_0_00283a
OG0012003	Texas_F1_protein	VVA22113	TexasF1_G15151.1
OG0012004	OrthoDB_Prunus_dulcis_CNAG	VVA22090	3755_0_0029f2
OG0012004	Texas_F1_protein	VVA22090	TexasF1_G15134.1
OG0012005	Texas_F1_protein	VVA22099	TexasF1_G15141.1
OG0012005	OrthoDB_Prunus_dulcis_CNAG	VVA22099	3755_0_002cc4
OG0012006	Texas_F1_protein	VVA22153	TexasF1_G15178.1
OG0012006	OrthoDB_Prunus_dulcis_CNAG	VVA22153	3755_0_002e08
OG0012007	Texas_F1_protein	VVA22128	TexasF1_G15160.1
OG0012007	OrthoDB_Prunus_dulcis_CNAG	VVA22128	3755_0_002e72
OG0012008	Texas_F1_protein	VVA22082	TexasF1_G15129.1
OG0012008	OrthoDB_Prunus_dulcis_CNAG	VVA22082	3755_0_002f90
OG0012009	Texas_F1_protein	VVA22136	TexasF1_G15165.1
OG0012009	OrthoDB_Prunus_dulcis_CNAG	VVA22136	3755_0_002fd0
OG0012010	OrthoDB_Prunus_dulcis_CNAG	VVA22144	3755_0_003010
OG0012010	Texas_F1_protein	VVA22144	TexasF1_G15171.1
OG0012011	Texas_F1_protein	VVA22075	TexasF1_G15096.1
OG0012011	OrthoDB_Prunus_dulcis_CNAG	VVA22075	3755_0_002ea3
OG0012012	Texas_F1_protein	VVA22163	TexasF1_G15190.1
OG0012012	OrthoDB_Prunus_dulcis_CNAG	VVA22163	3755_0_002a19
OG0012013	Texas_F1_protein	VVA22161	TexasF1_G15188.1
OG0012013	OrthoDB_Prunus_dulcis_CNAG	VVA22161	3755_0_002a7e
OG0012014	Texas_F1_protein	VVA22092	TexasF1_G15136.1
OG0012014	OrthoDB_Prunus_dulcis_CNAG	VVA22092	3755_0_002fb7
OG0012015	Texas_F1_protein	VVA22093	TexasF1_G15137.1
OG0012015	OrthoDB_Prunus_dulcis_CNAG	VVA22093	3755_0_0028cb
OG0012016	OrthoDB_Prunus_dulcis_CNAG	VVA22168	3755_0_002bd7
OG0012016	Texas_F1_protein	VVA22168	TexasF1_G15195.1
OG0012017	Texas_F1_protein	VVA22100	TexasF1_G15142.1
OG0012017	OrthoDB_Prunus_dulcis_CNAG	VVA22100	3755_0_002a72
OG0012018	OrthoDB_Prunus_dulcis_CNAG	VVA22130	3755_0_002715
OG0012018	Texas_F1_protein	VVA22130	TexasF1_G15162.1
OG0012019	Texas_F1_protein	VVA22156	TexasF1_G15185.1
OG0012019	OrthoDB_Prunus_dulcis_CNAG	VVA22156	3755_0_002abc
OG0012020	OrthoDB_Prunus_dulcis_CNAG	VVA22078	3755_0_002d76
OG0012020	Texas_F1_protein	VVA22078	TexasF1_G15126.1
OG0012021	OrthoDB_Prunus_dulcis_CNAG	VVA22155	3755_0_002a06
OG0012021	Texas_F1_protein	VVA22155	TexasF1_G15180.1
OG0012022	Texas_F1_protein	VVA22088	TexasF1_G15133.1
OG0012022	OrthoDB_Prunus_dulcis_CNAG	VVA22088	3755_0_002a66
OG0012023	OrthoDB_Prunus_dulcis_CNAG	VVA22145	3755_0_0028ea
OG0012023	Texas_F1_protein	VVA22145	TexasF1_G15172.1
