Orthogroup	Species	OrthoDB_Prunus_dulcis_CNAG	Orthologs
OG0013794	Texas_F1_protein	3755_0_004a57	TexasF1_G23984.1
OG0013794	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004a57	VVA26492
OG0013795	Texas_F1_protein	3755_0_0045f0	TexasF1_G24002.1
OG0013795	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0045f0	VVA26541
OG0013796	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004d1d	VVA26537
OG0013796	Texas_F1_protein	3755_0_004d1d	TexasF1_G7100.1
OG0013797	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004b7d	VVA26510
OG0013797	Texas_F1_protein	3755_0_004b7d	TexasF1_G23994.1
OG0013799	Texas_F1_protein	3755_0_004594	TexasF1_G23997.1
OG0013799	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004594	VVA26513
OG0013800	Texas_F1_protein	3755_0_004b2f	TexasF1_G23998.1
OG0013800	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004b2f	VVA26514
OG0013801	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004c31	VVA26489
OG0013801	Texas_F1_protein	3755_0_004c31	TexasF1_G23981.1
OG0013802	Texas_F1_protein	3755_0_0045bf	TexasF1_G7101.1
OG0013802	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0045bf	VVA26536
OG0013803	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00485b	VVA26540
OG0013803	Texas_F1_protein	3755_0_00485b	TexasF1_G24001.1
OG0013804	Texas_F1_protein	3755_0_004c93	TexasF1_G23989.1
OG0013804	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004c93	VVA26501
OG0013805	Texas_F1_protein	3755_0_0045fb	TexasF1_G24000.1
OG0013805	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0045fb	VVA26539
OG0013806	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0049c2	VVA26535
OG0013806	Texas_F1_protein	3755_0_0049c2	TexasF1_G7102.1
OG0013807	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00482c	VVA26496
OG0013807	Texas_F1_protein	3755_0_00482c	TexasF1_G23987.1
OG0013808	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0013a7	VVA33561, VVA26523
OG0013809	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00463c	VVA26512
OG0013809	Texas_F1_protein	3755_0_00463c	TexasF1_G23996.1
OG0013810	Texas_F1_protein	3755_0_0053c0	TexasF1_G29260.1
OG0013810	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0053c0	VVA26570
OG0013811	Texas_F1_protein	3755_0_005160	TexasF1_G29265.1
OG0013811	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005160	VVA26580
OG0013812	Texas_F1_protein	3755_0_0051eb	TexasF1_G29308.1
OG0013812	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0051eb	VVA26624
OG0013813	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005230	VVA26611
OG0013813	Texas_F1_protein	3755_0_005230	TexasF1_G29296.1
OG0013814	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00563e	VVA26627
OG0013814	Texas_F1_protein	3755_0_00563e	TexasF1_G29311.1
OG0013815	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0054e1	VVA26644
OG0013815	Texas_F1_protein	3755_0_0054e1	TexasF1_G29326.1
OG0013816	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005575	VVA26584
OG0013816	Texas_F1_protein	3755_0_005575	TexasF1_G29268.1
OG0013817	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005468	VVA26557
OG0013817	Texas_F1_protein	3755_0_005468	TexasF1_G29251.1
OG0013818	Texas_F1_protein	3755_0_005545	TexasF1_G29318.1
OG0013818	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005545	VVA26634
OG0013819	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005444	VVA26633
OG0013819	Texas_F1_protein	3755_0_005444	TexasF1_G29317.1
OG0013820	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004dd8	VVA26565
OG0013820	Texas_F1_protein	3755_0_004dd8	TexasF1_G29257.1
OG0013822	Texas_F1_protein	3755_0_004e44	TexasF1_G29269.1
OG0013822	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e44	VVA26585
OG0013823	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005371	VVA26626
OG0013823	Texas_F1_protein	3755_0_005371	TexasF1_G29310.1
OG0013824	Texas_F1_protein	3755_0_004e20	TexasF1_G29263.1
OG0013824	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e20	VVA26575
OG0013825	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005622	VVA26556, VVA26555
OG0013826	Texas_F1_protein	3755_0_00560b	TexasF1_G29328.1
OG0013826	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00560b	VVA26649
OG0013827	Texas_F1_protein	3755_0_004e55	TexasF1_G29316.1
OG0013827	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e55	VVA26632
OG0013828	Texas_F1_protein	3755_0_005237	TexasF1_G29254.1
OG0013828	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005237	VVA26561
OG0013829	Texas_F1_protein	3755_0_004e06	TexasF1_G29322.1
OG0013829	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e06	VVA26639
OG0013830	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005684	VVA26605
OG0013830	Texas_F1_protein	3755_0_005684	TexasF1_G29286.1
OG0013831	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00546b	VVA26629
OG0013831	Texas_F1_protein	3755_0_00546b	TexasF1_G29313.1
OG0013832	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004ddd	VVA26637
OG0013832	Texas_F1_protein	3755_0_004ddd	TexasF1_G29321.1
OG0013833	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0055c9	VVA26581
OG0013833	Texas_F1_protein	3755_0_0055c9	TexasF1_G29266.1
OG0013834	Texas_F1_protein	3755_0_00561f	TexasF1_G29255.1
OG0013834	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00561f	VVA26562
OG0013835	Texas_F1_protein	3755_0_00565b	TexasF1_G29287.1
OG0013835	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00565b	VVA26606
OG0013836	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00514b	VVA26642
OG0013836	Texas_F1_protein	3755_0_00514b	TexasF1_G29325.1
OG0013837	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005552	VVA26623
OG0013837	Texas_F1_protein	3755_0_005552	TexasF1_G29307.1
OG0013838	Texas_F1_protein	3755_0_005609	TexasF1_G29275.1
OG0013838	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005609	VVA26592
OG0013839	Texas_F1_protein	3755_0_005479	TexasF1_G29304.1
OG0013839	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005479	VVA26619
OG0013840	Texas_F1_protein	3755_0_0053c3	TexasF1_G29303.1
OG0013840	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0053c3	VVA26618
OG0013841	Texas_F1_protein	3755_0_0050ce	TexasF1_G29297.1
OG0013841	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0050ce	VVA26612
OG0013842	Texas_F1_protein	3755_0_004fe1	TexasF1_G29309.1
OG0013842	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004fe1	VVA26625
OG0013843	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00551d	VVA26567
OG0013843	Texas_F1_protein	3755_0_00551d	TexasF1_G29259.1
OG0013844	Texas_F1_protein	3755_0_004f22	TexasF1_G29258.1
OG0013844	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004f22	VVA26566
OG0013845	Texas_F1_protein	3755_0_004f7f	TexasF1_G29281.1
OG0013845	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004f7f	VVA26600
OG0013846	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004f81	VVA26641
OG0013846	Texas_F1_protein	3755_0_004f81	TexasF1_G29324.1
OG0013847	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00516c	VVA26560
OG0013847	Texas_F1_protein	3755_0_00516c	TexasF1_G29253.1
OG0013848	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004f8d	VVA26657, VVA26658
OG0013849	Texas_F1_protein	3755_0_00522f	TexasF1_G28720.1
OG0013849	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00522f	VVA26721
OG0013850	Texas_F1_protein	3755_0_00552a	TexasF1_G28700.1
OG0013850	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00552a	VVA26702
OG0013851	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e11	VVA26720
OG0013851	Texas_F1_protein	3755_0_004e11	TexasF1_G28719.1
OG0013852	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004eda	VVA26722
OG0013852	Texas_F1_protein	3755_0_004eda	TexasF1_G28721.1
OG0013853	Texas_F1_protein	3755_0_004ef4	TexasF1_G28711.1
OG0013853	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004ef4	VVA26716
OG0013854	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0051b4	VVA26669
OG0013854	Texas_F1_protein	3755_0_0051b4	TexasF1_G28688.1
OG0013855	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0052aa	VVA26683, VVA26682
OG0013856	Texas_F1_protein	3755_0_0052ff	TexasF1_G28687.1
OG0013856	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0052ff	VVA26668
OG0013857	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e54	VVA26671
OG0013857	Texas_F1_protein	3755_0_004e54	TexasF1_G28690.1
OG0013858	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004fb4	VVA26697
OG0013858	Texas_F1_protein	3755_0_004fb4	TexasF1_G28696.1
OG0013859	Texas_F1_protein	3755_0_00504e	TexasF1_G28710.1
OG0013859	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00504e	VVA26715
OG0013860	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005506	VVA26710
OG0013860	Texas_F1_protein	3755_0_005506	TexasF1_G28707.1
OG0013861	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0051dc, 3755_0_0054a2	VVA26695
OG0013862	Texas_F1_protein	3755_0_004ff3	TexasF1_G28698.1
OG0013862	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004ff3	VVA26701
OG0013863	Texas_F1_protein	3755_0_00516e	TexasF1_G28703.1
OG0013863	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00516e	VVA26705
OG0013864	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005043	VVA26670
OG0013864	Texas_F1_protein	3755_0_005043	TexasF1_G28689.1
OG0013865	Texas_F1_protein	3755_0_005355	TexasF1_G28701.1
OG0013865	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_005355	VVA26703
OG0013866	Texas_F1_protein	3755_0_004e30	TexasF1_G28718.1
OG0013866	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_004e30	VVA26719
OG0013867	Texas_F1_protein	3755_0_0051de	TexasF1_G28702.1
OG0013867	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0051de	VVA26704
OG0013868	Texas_F1_protein	3755_0_0055e2	TexasF1_G28713.1
OG0013868	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0055e2	VVA26717
OG0013869	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d7b	VVA26754
OG0013869	Texas_F1_protein	3755_0_001d7b	TexasF1_G13776.1
OG0013870	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00216b	VVA26813
OG0013870	Texas_F1_protein	3755_0_00216b	TexasF1_G13828.1
OG0013871	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002445	VVA26799
OG0013871	Texas_F1_protein	3755_0_002445	TexasF1_G13812.1
OG0013872	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e83	VVA26770
OG0013872	Texas_F1_protein	3755_0_001e83	TexasF1_G13790.1
OG0013873	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020e5	VVA26823
OG0013873	Texas_F1_protein	3755_0_0020e5	TexasF1_G13836.1
OG0013874	Texas_F1_protein	3755_0_00261e	TexasF1_G13773.1
OG0013874	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00261e	VVA26751
OG0013875	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e5d	VVA26771
OG0013875	Texas_F1_protein	3755_0_001e5d	TexasF1_G13791.1
OG0013876	Texas_F1_protein	3755_0_00254b	TexasF1_G13813.1
OG0013876	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00254b	VVA26800
OG0013877	Texas_F1_protein	3755_0_00261d	TexasF1_G13752.1
OG0013877	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00261d	VVA26727
OG0013878	Texas_F1_protein	3755_0_00234d	TexasF1_G13810.1
OG0013878	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00234d	VVA26796
OG0013879	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f22	VVA26788
OG0013879	Texas_F1_protein	3755_0_001f22	TexasF1_G13804.1
OG0013880	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e73	VVA26791
OG0013880	Texas_F1_protein	3755_0_001e73	TexasF1_G13806.1
OG0013881	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0024dd	VVA26749
OG0013881	Texas_F1_protein	3755_0_0024dd	TexasF1_G13771.1
OG0013882	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001fbb	VVA26794
OG0013882	Texas_F1_protein	3755_0_001fbb	TexasF1_G13808.1
OG0013883	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0025b0	VVA26753
OG0013883	Texas_F1_protein	3755_0_0025b0	TexasF1_G13774.1
OG0013884	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f6d	VVA26852
OG0013884	Texas_F1_protein	3755_0_001f6d	TexasF1_G13856.1
OG0013885	Texas_F1_protein	3755_0_001f9d	TexasF1_G13831.1
OG0013885	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f9d	VVA26816
OG0013886	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002461	VVA26815
OG0013886	Texas_F1_protein	3755_0_002461	TexasF1_G13830.1
OG0013887	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002210	VVA26818
OG0013887	Texas_F1_protein	3755_0_002210	TexasF1_G13833.1
OG0013888	Texas_F1_protein	3755_0_002539	TexasF1_G13854.1
OG0013888	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002539	VVA26849
OG0013889	Texas_F1_protein	3755_0_00267d	TexasF1_G13848.1
OG0013889	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00267d	VVA26842
OG0013890	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002368	VVA26807
OG0013890	Texas_F1_protein	3755_0_002368	TexasF1_G13821.1
OG0013891	Texas_F1_protein	3755_0_001f6a	TexasF1_G13780.1
OG0013891	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f6a	VVA26761
OG0013892	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002212	VVA26826
OG0013892	Texas_F1_protein	3755_0_002212	TexasF1_G13839.1
OG0013893	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002272	VVA26819
OG0013893	Texas_F1_protein	3755_0_002272	TexasF1_G13834.1
OG0013894	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00251d	VVA26759
OG0013894	Texas_F1_protein	3755_0_00251d	TexasF1_G13778.1
OG0013895	Texas_F1_protein	3755_0_0020e2	TexasF1_G13786.1
OG0013895	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020e2	VVA26763
OG0013896	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001ee9	VVA26806
OG0013896	Texas_F1_protein	3755_0_001ee9	TexasF1_G13820.1
OG0013897	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002430	VVA26740
OG0013897	Texas_F1_protein	3755_0_002430	TexasF1_G13762.1
OG0013898	Texas_F1_protein	3755_0_0026d2	TexasF1_G13799.1
OG0013898	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0026d2	VVA26782
OG0013899	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0021c1	VVA26745
OG0013899	Texas_F1_protein	3755_0_0021c1	TexasF1_G13768.1
OG0013900	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0020d4	VVA26775
OG0013900	Texas_F1_protein	3755_0_0020d4	TexasF1_G13793.1
OG0013901	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001fc8	VVA26841
OG0013901	Texas_F1_protein	3755_0_001fc8	TexasF1_G13847.1
OG0013902	Texas_F1_protein	3755_0_00269d	TexasF1_G13857.1
OG0013902	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00269d	VVA26853
OG0013903	Texas_F1_protein	3755_0_002354	TexasF1_G13779.1
OG0013903	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002354	VVA26760
OG0013904	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f77	VVA26785
OG0013904	Texas_F1_protein	3755_0_001f77	TexasF1_G13802.1
OG0013905	Texas_F1_protein	3755_0_001ddf	TexasF1_G13829.1
OG0013905	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001ddf	VVA26814
OG0013906	Texas_F1_protein	3755_0_00238a	TexasF1_G13850.1
OG0013906	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00238a	VVA26844
OG0013907	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0021d5	VVA26726
OG0013907	Texas_F1_protein	3755_0_0021d5	TexasF1_G13751.1
OG0013908	Texas_F1_protein	3755_0_001d72	TexasF1_G13814.1
OG0013908	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d72	VVA26801
OG0013909	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e9c	VVA26741
OG0013909	Texas_F1_protein	3755_0_001e9c	TexasF1_G13763.1
OG0013910	Texas_F1_protein	3755_0_002294	TexasF1_G13832.1
OG0013910	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002294	VVA26817
OG0013911	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001e63	VVA26783
OG0013911	Texas_F1_protein	3755_0_001e63	TexasF1_G13800.1
OG0013912	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00237a	VVA26835
OG0013912	Texas_F1_protein	3755_0_00237a	TexasF1_G13843.1
OG0013913	Texas_F1_protein	3755_0_0023f9	TexasF1_G13757.1
OG0013913	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0023f9	VVA26736
OG0013914	Texas_F1_protein	3755_0_001d54	TexasF1_G13798.1
OG0013914	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001d54	VVA26781
OG0013915	Texas_F1_protein	3755_0_00226c	TexasF1_G13775.1
OG0013915	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00226c	VVA26752
OG0013916	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001f7a	VVA26840
OG0013916	Texas_F1_protein	3755_0_001f7a	TexasF1_G13846.1
OG0013917	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002502	VVA26843
OG0013917	Texas_F1_protein	3755_0_002502	TexasF1_G13849.1
OG0013918	Texas_F1_protein	3755_0_0018d3	TexasF1_G7875.1
OG0013918	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0018d3	VVA26877
OG0013919	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0013ca	VVA26881
OG0013919	Texas_F1_protein	3755_0_0013ca	TexasF1_G7880.1
OG0013920	Texas_F1_protein	3755_0_00157c	TexasF1_G7872.1
OG0013920	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00157c	VVA26872
OG0013921	Texas_F1_protein	3755_0_0015b4	TexasF1_G7860.1
OG0013921	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0015b4	VVA26859
OG0013922	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001bf4	VVA26868
OG0013922	Texas_F1_protein	3755_0_001bf4	TexasF1_G7870.1
OG0013923	Texas_F1_protein	3755_0_001625	TexasF1_G7889.1
OG0013923	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001625	VVA26889
OG0013924	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001951	VVA26873
OG0013924	Texas_F1_protein	3755_0_001951	TexasF1_G7873.1
OG0013925	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001580	VVA26880, VVA26879
OG0013926	Texas_F1_protein	3755_0_001bcd	TexasF1_G7868.1
OG0013926	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001bcd	VVA26867
OG0013927	Texas_F1_protein	3755_0_001c25	TexasF1_G7881.1
OG0013927	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001c25	VVA26882
OG0013928	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001c55	VVA26878
OG0013928	Texas_F1_protein	3755_0_001c55	TexasF1_G7877.1
OG0013930	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0007b7	VVA26914
OG0013930	Texas_F1_protein	3755_0_0007b7	TexasF1_G6676.1
OG0013931	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000d4c	VVA26919
OG0013931	Texas_F1_protein	3755_0_000d4c	TexasF1_G6681.1
OG0013932	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0007a8	VVA26929
OG0013932	Texas_F1_protein	3755_0_0007a8	TexasF1_G6686.1
OG0013933	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00067c	VVA26925, VVA26924
OG0013934	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000cbb	VVA26923, VVA26922
OG0013935	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0006f5	VVA26913
OG0013935	Texas_F1_protein	3755_0_0006f5	TexasF1_G6675.1
OG0013936	Texas_F1_protein	3755_0_0007b5	TexasF1_G6666.1
OG0013936	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0007b5	VVA26902
OG0013937	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00034d	VVA26926
OG0013937	Texas_F1_protein	3755_0_00034d	TexasF1_G6684.1
OG0013938	Texas_F1_protein	3755_0_0009fb	TexasF1_G6670.1
OG0013938	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0009fb	VVA26906
OG0013939	Texas_F1_protein	3755_0_000c98	TexasF1_G6690.1
OG0013939	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000c98	VVA26933
OG0013940	Texas_F1_protein	3755_0_000edc	TexasF1_G6662.1
OG0013940	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000edc	VVA26900
OG0013941	Texas_F1_protein	3755_0_001098	TexasF1_G6680.1
OG0013941	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_001098	VVA26918
OG0013942	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000cb9	VVA26917
OG0013942	Texas_F1_protein	3755_0_000cb9	TexasF1_G6679.1
OG0013943	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0004f3	VVA26901
OG0013943	Texas_F1_protein	3755_0_0004f3	TexasF1_G6663.1
OG0013944	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000e3e	VVA26910
OG0013944	Texas_F1_protein	3755_0_000e3e	TexasF1_G6673.1
OG0013945	Texas_F1_protein	3755_0_000f4f	TexasF1_G6689.1
OG0013945	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000f4f	VVA26932
OG0013946	Texas_F1_protein	3755_0_0012aa	TexasF1_G6694.1
OG0013946	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0012aa	VVA26940
OG0013947	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000765	VVA26915
OG0013947	Texas_F1_protein	3755_0_000765	TexasF1_G6677.1
OG0013948	Texas_F1_protein	3755_0_00112b	TexasF1_G6691.1
OG0013948	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00112b	VVA26934
OG0013949	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0009aa	VVA26904
OG0013949	Texas_F1_protein	3755_0_0009aa	TexasF1_G6667.1
OG0013950	Texas_F1_protein	3755_0_0009c5	TexasF1_G6682.1
OG0013950	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_0009c5	VVA26920
OG0013951	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_000bbd	VVA26916
OG0013951	Texas_F1_protein	3755_0_000bbd	TexasF1_G6678.1
OG0013952	Texas_F1_protein	3755_0_00306f	TexasF1_G15268.1
OG0013952	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_00306f	VVA27014
OG0013953	Texas_F1_protein	3755_0_002c24	TexasF1_G15246.1
OG0013953	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002c24	VVA26989
OG0013954	Texas_F1_protein	3755_0_002e8d	TexasF1_G15269.1
OG0013954	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002e8d	VVA27015
OG0013955	Texas_F1_protein	3755_0_002a37	TexasF1_G15251.1
OG0013955	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002a37	VVA26994
OG0013956	Texas_F1_protein	3755_0_002de1	TexasF1_G15260.1
OG0013956	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002de1	VVA27004
OG0013957	Texas_F1_protein	3755_0_002a2b	TexasF1_G15264.1
OG0013957	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002a2b	VVA27010
OG0013958	Texas_F1_protein	3755_0_002edd	TexasF1_G15222.1
OG0013958	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002edd	VVA26964
OG0013959	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002c0c	VVA26978
OG0013959	Texas_F1_protein	3755_0_002c0c	TexasF1_G15237.1
OG0013960	Texas_F1_protein	3755_0_002e77	TexasF1_G15210.1
OG0013960	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002e77	VVA26952
OG0013961	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002d3a	VVA26953
OG0013961	Texas_F1_protein	3755_0_002d3a	TexasF1_G15211.1
OG0013963	Compara_Prunus_dulcis.ALMONDv2.pep.all	3755_0_002a54	VVA26976
OG0013963	Texas_F1_protein	3755_0_002a54	TexasF1_G15235.1
