Orthogroup	Species	Prunus_armeniaca_Marouch_n14_peptide	Orthologs
OG0011001	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G075100.t1.p1_1	36596_0_0035c7
OG0011002	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G301700.t1.p1_1	36596_0_0035cc
OG0011003	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G109300.t1.p1_1	36596_0_0035d1
OG0011004	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G280400.t1.p1_1	36596_0_0035d2
OG0011005	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G070400.t1.p1_1	36596_0_0035db
OG0011006	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G343500.t1.p1_1	36596_0_0035de
OG0011007	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G374400.t1.p1_1	36596_0_0035df
OG0011008	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G258200.t1.p1_1	36596_0_0035e2
OG0011009	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G143800.t1.p1_1	36596_0_0035e4
OG0011010	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G030700.t1.p1_1	36596_0_0035e5
OG0011011	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G104400.t1.p1_1	36596_0_0035e6
OG0011012	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G251800.t1.p1_1	36596_0_0035eb
OG0011013	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G380600.t1.p1_1	36596_0_0035ed
OG0011014	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G296100.t1.p1_1	36596_0_0035ee
OG0011015	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G303000.t1.p1_1	36596_0_0035ef
OG0011016	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G368700.t1.p1_1	36596_0_0035f1
OG0011017	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G029000.t1.p1_1	36596_0_0035f2
OG0011018	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G355300.t1.p1_1	36596_0_0035f3
OG0011019	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G336900.t1.p1_1	36596_0_0035f4
OG0011020	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G336500.t1.p1_1	36596_0_0035f5
OG0011021	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G086900.t1.p1_1	36596_0_0035f6
OG0011022	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G315400.t1.p1_1	36596_0_0035fa
OG0011023	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G402300.t1.p1_1	36596_0_0035ff
OG0011024	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G097900.t1.p1_1	36596_0_003600
OG0011025	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G005700.t1.p1_1	36596_0_003601
OG0011026	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G079800.t1.p1_1	36596_0_003602
OG0011027	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G307600.t1.p1_1	36596_0_00360b
OG0011028	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G084900.t1.p1_1	36596_0_00360d
OG0011029	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G375500.t1.p1_1	36596_0_00360f
OG0011030	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G311300.t1.p1_1	36596_0_003611
OG0011031	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G404600.t1.p1_1	36596_0_003612
OG0011032	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G396900.t1.p1_1	36596_0_00361c
OG0011033	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G358200.t1.p1_1	36596_0_00361d
OG0011034	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G049500.t1.p1_1	36596_0_003620
OG0011035	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G015100.t1.p1_1	36596_0_003622
OG0011036	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G084300.t1.p1_1	36596_0_003624
OG0011037	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G343900.t1.p1_1	36596_0_003626
OG0011038	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G305600.t1.p1_1	36596_0_003628
OG0011039	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G305400.t1.p1_1	36596_0_003629
OG0011040	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G368500.t1.p1_1	36596_0_00362d
OG0011041	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G306700.t1.p1_1	36596_0_00362f
OG0011042	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G365700.t1.p1_1	36596_0_003631
OG0011043	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G204400.t1.p1_1	36596_0_003636
OG0011044	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G228600.t1.p1_1	36596_0_003638
OG0011045	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G198200.t1.p1_1	36596_0_00363b
OG0011046	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G138000.t1.p1_1	36596_0_00363c
OG0011047	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G060200.t1.p1_1	36596_0_003642
OG0011049	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G346800.t1.p1_1	36596_0_003645
OG0011050	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G338100.t1.p1_1	36596_0_003649
OG0011051	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G391900.t1.p1_1	36596_0_00364b
OG0011052	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G361500.t1.p1_1	36596_0_00364d
OG0011053	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G410000.t1.p1_1	36596_0_003656
OG0011054	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G033200.t1.p1_1	36596_0_00365a
OG0011055	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G235900.t1.p1_1	36596_0_00365b
OG0011056	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G399600.t1.p1_1	36596_0_00365c
OG0011058	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G023400.t1.p1_1	36596_0_003664
OG0011059	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G261400.t1.p1_1	36596_0_003666
OG0011060	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G027200.t1.p1_1	36596_0_003668
OG0011061	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G230600.t1.p1_1	36596_0_00366b
OG0011062	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G269300.t1.p1_1	36596_0_00366c
OG0011063	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G381400.t1.p1_1	36596_0_00366d
OG0011064	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G045100.t1.p1_1	36596_0_00366f
OG0011065	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G031200.t1.p1_1	36596_0_003671
OG0011066	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G395500.t1.p1_1	36596_0_00367b
OG0011067	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G313600.t1.p1_1	36596_0_00367c
OG0011068	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G377600.t1.p1_1	36596_0_00367d
OG0011069	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G314800.t1.p1_1	36596_0_003681
OG0011070	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G117000.t1.p1_1	36596_0_003685
OG0011071	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G388300.t1.p1_1	36596_0_003686
OG0011072	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G072200.t1.p1_1	36596_0_003687
OG0011073	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G336000.t1.p1_1	36596_0_00368d
OG0011074	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G220400.t1.p1_1	36596_0_003690
OG0011075	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G249300.t1.p1_1	36596_0_003697
OG0011076	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G079000.t1.p1_1	36596_0_003698
OG0011077	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G259200.t1.p1_1	36596_0_00369b
OG0011078	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G378200.t1.p1_1	36596_0_00369f
OG0011079	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G274500.t1.p2_1	36596_0_0036a4
OG0011080	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G245600.t1.p1_1	36596_0_0036a7
OG0011081	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G044100.t1.p1_1	36596_0_0036a8
OG0011082	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G243300.t1.p1_1	36596_0_0036aa
OG0011083	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G318500.t1.p1_1	36596_0_0036ab
OG0011084	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G410200.t1.p1_1	36596_0_0036b0
OG0011085	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G170700.t1.p1_1	36596_0_0036b1
OG0011086	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G125700.t1.p1_1	36596_0_0036b8
OG0011087	OrthoDB_Prunus_armeniaca_Orared	PruarM.3G336200.t1.p1_1	36596_0_0036ba
OG0011088	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G132800.t1.p1_1	36596_0_0036bf
OG0011089	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G138500.t1.p1_1	36596_0_0036c5
OG0011090	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G066100.t1.p1_1	36596_0_0036cc
OG0011091	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G127000.t1.p1_1	36596_0_0036cd
OG0011092	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G125500.t1.p1_1	36596_0_0036d3
OG0011093	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G159800.t1.p1_1	36596_0_0036db
OG0011094	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G098900.t1.p1_1	36596_0_0036dc
OG0011095	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G182100.t1.p1_1	36596_0_0036dd
OG0011096	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G464600.t1.p1_1	36596_0_0036e0
OG0011097	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G101200.t1.p1_1	36596_0_0036e1
OG0011098	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G318300.t1.p1_1	36596_0_0036e5
OG0011099	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G038700.t1.p1_1	36596_0_0036e6
OG0011100	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G050800.t1.p1_1	36596_0_0036e8
OG0011101	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G121300.t1.p1_1	36596_0_0036e9
OG0011102	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G108200.t1.p1_1	36596_0_0036eb
OG0011103	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G016900.t1.p1_1	36596_0_0036ec
OG0011104	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G184100.t1.p1_1	36596_0_0036ed
OG0011105	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G379800.t1.p1_1	36596_0_0036ee
OG0011106	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G155300.t1.p1_1	36596_0_0036f0
OG0011107	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G369900.t1.p1_1	36596_0_0036f1
OG0011108	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G208600.t1.p1_1	36596_0_0036f3
OG0011109	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G074700.t1.p1_1	36596_0_0036f4
OG0011110	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G209200.t1.p1_1	36596_0_0036fe
OG0011111	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G347600.t1.p1_1	36596_0_003704
OG0011112	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G120500.t1.p1_1	36596_0_003705
OG0011114	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G177300.t1.p1_1	36596_0_00370b
OG0011115	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G091700.t1.p1_1	36596_0_00370d
OG0011116	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G376300.t1.p1_1	36596_0_00370f
OG0011117	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G011100.t1.p1_1	36596_0_003715
OG0011118	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G041500.t1.p1_1	36596_0_003718
OG0011119	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G143700.t1.p1_1	36596_0_003719
OG0011121	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G078100.t1.p1_1	36596_0_00371c
OG0011122	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G197800.t1.p1_1	36596_0_00371e
OG0011123	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G117800.t1.p1_1	36596_0_003723
OG0011124	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G067300.t1.p1_1	36596_0_003724
OG0011125	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G392400.t1.p1_1	36596_0_003727
OG0011126	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G231900.t1.p1_1	36596_0_003729
OG0011127	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G197700.t1.p1_1	36596_0_00372d
OG0011128	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G054000.t1.p1_1	36596_0_00372e
OG0011129	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G344600.t1.p1_1	36596_0_003730
OG0011130	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G396600.t1.p1_1	36596_0_003733
OG0011131	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G139100.t1.p1_1	36596_0_003735
OG0011132	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G096500.t1.p1_1	36596_0_00373a
OG0011133	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G032200.t1.p1_1	36596_0_00373b
OG0011134	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G145100.t1.p1_1	36596_0_003740
OG0011135	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G032800.t1.p1_1	36596_0_003741
OG0011136	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G255200.t1.p1_1	36596_0_003743
OG0011137	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G434600.t1.p1_1	36596_0_00374b
OG0011140	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G058900.t1.p1_1	36596_0_003752
OG0011141	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G038100.t1.p1_1	36596_0_003753
OG0011142	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G041400.t1.p1_1	36596_0_003755
OG0011143	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G332000.t1.p1_1	36596_0_003757
OG0011144	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G209600.t1.p1_1	36596_0_003758
OG0011145	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G262000.t1.p1_1	36596_0_00375a
OG0011146	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G127100.t1.p1_1	36596_0_00375f
OG0011147	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G088100.t1.p1_1	36596_0_003761
OG0011148	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G117700.t1.p1_1	36596_0_003764
OG0011149	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G058500.t1.p1_1	36596_0_003766
OG0011150	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G101400.t1.p1_1	36596_0_003768
OG0011151	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G153400.t1.p1_1	36596_0_00376c
OG0011152	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G153500.t1.p1_1	36596_0_00376d
OG0011153	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G127800.t1.p1_1	36596_0_00376e
OG0011154	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G272500.t1.p1_1	36596_0_00376f
OG0011155	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G044200.t1.p1_1	36596_0_003770
OG0011156	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G116600.t1.p1_1	36596_0_003773
OG0011157	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G224900.t1.p1_1	36596_0_003776
OG0011158	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G013300.t1.p1_1	36596_0_003777
OG0011159	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G093000.t1.p1_1	36596_0_00377a
OG0011160	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G003800.t1.p1_1	36596_0_00377c
OG0011161	OrthoDB_Prunus_armeniaca_Orared	PruarM.5G143500.t1.p1_1	36596_0_00377d
OG0011162	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G143300.t1.p1_1	36596_0_00377e
OG0011163	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G026200.t1.p1_1	36596_0_003780
OG0011164	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G221500.t1.p1_1	36596_0_003781
OG0011165	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G136100.t1.p1_1	36596_0_003783
OG0011166	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G252700.t1.p1_1	36596_0_003784
OG0011167	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G121800.t1.p1_1	36596_0_003785
OG0011168	OrthoDB_Prunus_armeniaca_Orared	PruarM.6G262900.t1.p1_1	36596_0_003786
OG0011169	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G168000.t1.p1_1	36596_0_003789
OG0011170	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G095400.t1.p1_1	36596_0_00378f
OG0011171	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G005600.t1.p1_1	36596_0_003791
OG0011172	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G255700.t1.p1_1	36596_0_00379b
OG0011173	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G057100.t1.p1_1	36596_0_00379c
OG0011174	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G092300.t1.p1_1	36596_0_0037a0
OG0011175	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G180600.t1.p1_1	36596_0_0037a2
OG0011176	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G098600.t1.p1_1	36596_0_0037a3
OG0011177	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G075600.t1.p1_1	36596_0_0037a5
OG0011178	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G376700.t1.p1_1	36596_0_0037a6
OG0011179	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G206500.t1.p1_1	36596_0_0037a8
OG0011180	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G222600.t1.p1_1	36596_0_0037aa
OG0011181	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G145700.t1.p1_1	36596_0_0037ab
OG0011182	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G146600.t1.p1_1	36596_0_0037ac
OG0011183	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G178800.t1.p1_1	36596_0_0037ad
OG0011184	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G318400.t1.p1_1	36596_0_0037b0
OG0011185	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G314400.t1.p1_1	36596_0_0037b2
OG0011186	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G070100.t1.p1_1	36596_0_0037b5
OG0011187	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G138100.t1.p1_1	36596_0_0037b9
OG0011188	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G083500.t1.p1_1	36596_0_0037bb
OG0011189	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G149400.t1.p1_1	36596_0_0037bd
OG0011190	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G221800.t1.p1_1	36596_0_0037c1
OG0011191	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G223900.t1.p1_1	36596_0_0037c2
OG0011192	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G160700.t1.p1_1	36596_0_0037c8
OG0011193	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G229800.t1.p1_1	36596_0_0037cb
OG0011194	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G445500.t1.p1_1	36596_0_0037cc
OG0011195	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G080800.t1.p1_1	36596_0_0037cd
OG0011196	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G100500.t1.p1_1	36596_0_0037cf
OG0011197	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G138600.t1.p1_1	36596_0_0037d2
OG0011198	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G288500.t1.p1_1	36596_0_0037d4
OG0011199	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G024700.t1.p1_1	36596_0_0037d5
OG0011200	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G042200.t1.p1_1	36596_0_0037d6
OG0011201	OrthoDB_Prunus_armeniaca_Orared	PruarM.2G011300.t1.p1_1	36596_0_0037d9
OG0011202	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G039600.t1.p1_1	36596_0_0037da
OG0011203	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G228300.t1.p1_1	36596_0_0037e2
OG0011204	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G324600.t1.p1_1	36596_0_0037e5
OG0011205	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G094500.t1.p1_1	36596_0_0037e6
OG0011206	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G134900.t1.p1_1	36596_0_0037e8
OG0011207	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G116100.t1.p1_1	36596_0_0037ee
OG0011208	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G076900.t1.p1_1	36596_0_0037ef
OG0011209	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G005700.t1.p1_1	36596_0_0037f1
OG0011210	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G089200.t1.p1_1	36596_0_0037f2
OG0011211	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G147200.t1.p1_1	36596_0_0037f4
OG0011213	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G092800.t1.p1_1	36596_0_0037f6
OG0011214	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G042900.t1.p1_1	36596_0_0037f9
OG0011215	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G419500.t1.p1_1	36596_0_0037fd
OG0011216	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G054800.t1.p1_1	36596_0_0037fe
OG0011217	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G142400.t1.p1_1	36596_0_003801
OG0011218	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G066500.t1.p1_1	36596_0_003807
OG0011219	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G026900.t1.p1_1	36596_0_003808
OG0011220	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G265600.t1.p1_1	36596_0_00380f
OG0011221	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G094600.t1.p1_1	36596_0_003810
OG0011222	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G076400.t1.p1_1	36596_0_003813
OG0011223	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G427800.t1.p1_1	36596_0_003814
OG0011224	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G093600.t1.p1_1	36596_0_003816
OG0011225	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G061500.t1.p1_1	36596_0_003818
OG0011226	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G085700.t1.p1_1	36596_0_003819
OG0011227	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G126100.t1.p1_1	36596_0_00381c
OG0011228	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G055100.t1.p1_1	36596_0_00381d
OG0011229	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G416800.t1.p1_1	36596_0_00381e
OG0011230	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G025700.t1.p1_1	36596_0_00381f
OG0011232	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G073000.t1.p1_1	36596_0_003822
OG0011233	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G061600.t1.p1_1	36596_0_003827
OG0011234	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G142900.t1.p1_1	36596_0_003828
OG0011235	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G053600.t1.p1_1	36596_0_003829
OG0011236	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G263200.t1.p1_1	36596_0_00382a
OG0011238	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G175900.t1.p1_1	36596_0_00382e
OG0011239	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G283400.t1.p1_1	36596_0_003830
OG0011241	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G059000.t1.p1_1	36596_0_003835
OG0011242	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G014000.t1.p1_1	36596_0_003839
OG0011243	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G019100.t1.p1_1	36596_0_00383d
OG0011244	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G023400.t1.p1_1	36596_0_003841
OG0011245	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G092700.t1.p1_1	36596_0_003845
OG0011246	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G432300.t1.p1_1	36596_0_003846
OG0011247	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G067800.t1.p1_1	36596_0_003848
OG0011248	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G003500.t1.p1_1	36596_0_00384d
OG0011249	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G324200.t1.p1_1	36596_0_00384e
OG0011250	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G031900.t1.p1_1	36596_0_003851
OG0011251	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G129700.t1.p1_1	36596_0_003852
OG0011252	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G003700.t1.p1_1	36596_0_003854
OG0011253	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G081900.t1.p1_1	36596_0_003858
OG0011254	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G378800.t1.p1_1	36596_0_003859
OG0011255	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G278800.t1.p1_1	36596_0_00385a
OG0011256	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G266100.t1.p1_1	36596_0_00385b
OG0011257	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G222500.t1.p1_1	36596_0_00385c
OG0011258	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G088800.t1.p1_1	36596_0_00385d
OG0011259	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G094100.t1.p1_1	36596_0_003860
OG0011260	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G330000.t1.p1_1	36596_0_003864
OG0011261	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G209300.t1.p1_1	36596_0_003865
OG0011262	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G293600.t1.p1_1	36596_0_003868
OG0011263	OrthoDB_Prunus_armeniaca_Orared	PruarM.4G004900.t1.p1_1	36596_0_00386b
