Orthogroup	Species	OrthoDB_Prunus_armeniaca_Orared	Orthologs
OG0014849	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ae4	PruarM.6G189100.t1.p1_1
OG0014850	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ae6	PruarM.6G133000.t1.p1_1
OG0014851	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ae7	PruarM.6G446700.t1.p1_1
OG0014852	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ae8	PruarM.6G326400.t1.p1_1
OG0014853	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005aee	PruarM.6G324000.t1.p1_1
OG0014854	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005af4	PruarM.6G260900.t1.p1_1
OG0014855	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005af7	PruarM.6G058000.t1.p1_1
OG0014856	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005af8	PruarM.6G085000.t1.p1_1
OG0014857	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005af9	PruarM.6G485900.t1.p1_1
OG0014858	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005afb	PruarM.6G304200.t1.p1_1
OG0014859	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005afd	PruarM.6G414500.t1.p1_1
OG0014860	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005aff	PruarM.6G012000.t1.p1_1
OG0014861	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b00	PruarM.6G369300.t1.p1_1
OG0014862	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b01	PruarM.6G488900.t1.p2_1
OG0014863	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b06	PruarM.6G414200.t1.p1_1
OG0014864	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b07	PruarM.6G092000.t1.p1_1
OG0014865	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b09	PruarM.6G409400.t1.p1_1
OG0014866	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b0b	PruarM.2G204700.t1.p1_1
OG0014867	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b0c	PruarM.6G466600.t1.p1_1
OG0014868	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b0e	PruarM.6G365800.t1.p1_1
OG0014869	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b0f	PruarM.6G293200.t1.p1_1
OG0014870	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b12	PruarM.6G485100.t1.p1_1
OG0014871	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b13	PruarM.6G473600.t1.p1_1
OG0014872	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b14	PruarM.6G007200.t1.p1_1
OG0014873	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b16	PruarM.6G339000.t1.p1_1
OG0014874	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b18	PruarM.6G330600.t1.p1_1
OG0014875	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b19	PruarM.6G358800.t1.p1_1
OG0014876	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b1a	PruarM.6G466400.t1.p1_1
OG0014877	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b1b	PruarM.6G396000.t1.p1_1
OG0014878	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b1e	PruarM.6G391100.t1.p1_1
OG0014879	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b1f	PruarM.6G425000.t1.p1_1
OG0014880	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b23	PruarM.6G146900.t1.p1_1
OG0014881	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b25	PruarM.6G260800.t1.p1_1
OG0014882	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b26	PruarM.6G182300.t1.p1_1
OG0014883	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b28	PruarM.6G074900.t1.p1_1
OG0014884	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b2a	PruarM.6G393000.t1.p1_1
OG0014885	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b2b	PruarM.6G093500.t1.p1_1
OG0014886	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b2c	PruarM.6G237600.t1.p1_1
OG0014887	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b2e	PruarM.6G274000.t1.p1_1
OG0014888	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b2f	PruarM.6G060200.t1.p1_1
OG0014889	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b32	PruarM.6G381300.t1.p1_1
OG0014890	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b35	PruarM.6G141600.t1.p1_1
OG0014891	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b38	PruarM.6G308300.t1.p1_1
OG0014892	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b3b	PruarM.6G342100.t1.p1_1
OG0014893	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b3c	PruarM.6G016000.t1.p1_1
OG0014894	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b3d	PruarM.6G358000.t1.p1_1
OG0014895	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b3e	PruarM.6G014200.t1.p1_1
OG0014896	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b40	PruarM.6G348100.t1.p1_1
OG0014897	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b42	PruarM.6G182900.t1.p1_1
OG0014898	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b43	PruarM.6G201000.t1.p1_1
OG0014899	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b44	PruarM.6G460400.t1.p1_1
OG0014900	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b45	PruarM.6G282500.t1.p1_1
OG0014901	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b47	PruarM.6G331700.t1.p1_1
OG0014902	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b48	PruarM.6G487100.t1.p1_1
OG0014903	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b4d	PruarM.6G343300.t1.p1_1
OG0014904	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b4e	PruarM.6G093200.t1.p1_1
OG0014905	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b50	PruarM.6G335500.t1.p1_1
OG0014906	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b52	PruarM.6G125400.t1.p1_1
OG0014907	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b53	PruarM.6G386100.t1.p1_1
OG0014908	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b56	PruarM.6G029600.t1.p1_1
OG0014909	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b58	PruarM.6G153900.t1.p1_1
OG0014910	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b5c	PruarM.6G352700.t1.p1_1
OG0014911	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b62	PruarM.6G029900.t1.p1_1
OG0014912	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b63	PruarM.6G105900.t1.p1_1
OG0014913	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b65	PruarM.6G474600.t1.p1_1
OG0014914	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b66	PruarM.6G224600.t1.p1_1
OG0014915	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b67	PruarM.6G335700.t1.p1_1
OG0014916	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b68	PruarM.6G446200.t1.p1_1
OG0014917	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b6a	PruarM.6G467200.t1.p1_1
OG0014918	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b6b	PruarM.6G173000.t1.p1_1
OG0014919	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b6e	PruarM.6G060300.t1.p1_1
OG0014920	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b73	PruarM.6G477500.t1.p1_1
OG0014921	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b7b	PruarM.6G055000.t1.p1_1
OG0014922	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b7c	PruarM.6G337900.t1.p1_1
OG0014923	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b7d	PruarM.6G322400.t1.p1_1
OG0014924	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b7e	PruarM.6G058200.t1.p1_1
OG0014925	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b7f	PruarM.6G138200.t1.p1_1
OG0014926	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b81	PruarM.6G016800.t1.p1_1
OG0014927	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b83	PruarM.6G485800.t1.p1_1
OG0014928	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b86	PruarM.6G332400.t1.p1_1
OG0014929	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b8a	PruarM.6G449100.t1.p1_1
OG0014930	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b8b	PruarM.6G470400.t1.p1_1
OG0014931	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b8d	PruarM.6G130200.t1.p1_1
OG0014932	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b96	PruarM.6G306200.t1.p1_1
OG0014933	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b97	PruarM.6G401200.t1.p1_1
OG0014934	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b99	PruarM.6G025200.t1.p2_1
OG0014935	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005b9f	PruarM.6G288000.t1.p1_1
OG0014936	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ba3	PruarM.6G130700.t1.p1_1
OG0014937	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ba5	PruarM.6G382100.t1.p1_1
OG0014938	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ba6	PruarM.6G130500.t1.p1_1
OG0014939	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005baa	PruarM.6G037900.t1.p1_1
OG0014940	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bab	PruarM.6G239600.t1.p1_1
OG0014941	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005baf	PruarM.6G002600.t1.p1_1
OG0014942	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb1	PruarM.6G063100.t1.p1_1
OG0014943	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb2	PruarM.6G342800.t1.p1_1
OG0014944	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb3	PruarM.6G295700.t1.p1_1
OG0014945	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb5	PruarM.6G009400.t1.p1_1
OG0014946	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb7	PruarM.6G481800.t1.p1_1
OG0014947	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bb8	PruarM.6G468600.t1.p1_1
OG0014948	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bba	PruarM.6G481600.t1.p1_1
OG0014949	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bbf	PruarM.6G379300.t1.p1_1
OG0014950	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bc4	PruarM.6G412300.t1.p1_1
OG0014951	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bcb	PruarM.6G332300.t1.p1_1
OG0014952	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bcc	PruarM.6G279200.t1.p1_1
OG0014953	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bcf	PruarM.6G015600.t1.p1_1
OG0014954	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd0	PruarM.6G280400.t1.p1_1
OG0014955	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd1	PruarM.6G424000.t1.p1_1
OG0014956	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd2	PruarM.6G301300.t1.p1_1
OG0014957	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd5	PruarM.6G212100.t1.p1_1
OG0014958	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd6	PruarM.6G319500.t1.p1_1
OG0014959	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bd9	PruarM.6G077400.t1.p1_1
OG0014960	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bdf	PruarM.6G130600.t1.p1_1
OG0014961	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005be1	PruarM.6G414800.t1.p1_1
OG0014962	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005be2	PruarM.6G261500.t1.p1_1
OG0014963	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005be4	PruarM.6G191900.t1.p1_1
OG0014964	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005be6	PruarM.6G276400.t1.p1_1
OG0014965	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005be9	PruarM.6G474000.t1.p1_1
OG0014966	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bea	PruarM.6G464100.t1.p1_1
OG0014967	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005beb	PruarM.6G044600.t1.p1_1
OG0014968	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bef	PruarM.6G352600.t1.p1_1
OG0014969	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bf0	PruarM.6G354000.t1.p1_1
OG0014970	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bfb	PruarM.6G061100.t1.p1_1
OG0014971	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005bfc	PruarM.6G265000.t1.p1_1
OG0014972	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c00	PruarM.6G101600.t1.p1_1
OG0014973	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c01	PruarM.6G129600.t1.p1_1
OG0014974	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c05	PruarM.6G406200.t1.p1_1
OG0014975	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c0a	PruarM.6G371400.t1.p1_1
OG0014976	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c0b	PruarM.6G443300.t1.p1_1
OG0014977	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c0d	PruarM.6G107600.t1.p1_1
OG0014978	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c18	PruarM.6G326800.t1.p1_1
OG0014979	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c19	PruarM.6G008800.t1.p1_1
OG0014981	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c1e	PruarM.6G365900.t1.p1_1
OG0014982	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c1f	PruarM.6G421500.t1.p1_1
OG0014983	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c23	PruarM.6G351700.t1.p1_1
OG0014984	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c26	PruarM.6G077700.t1.p1_1
OG0014985	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c27	PruarM.6G416100.t1.p1_1
OG0014986	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c28	PruarM.6G135500.t1.p1_1
OG0014987	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c2a	PruarM.6G441500.t1.p1_1
OG0014988	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c2e	PruarM.6G055400.t1.p1_1
OG0014989	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c2f	PruarM.6G083300.t1.p1_1
OG0014990	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c30	PruarM.6G484000.t1.p1_1
OG0014991	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c31	PruarM.6G219700.t1.p1_1
OG0014992	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c33	PruarM.6G412500.t1.p1_1
OG0014993	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c35	PruarM.6G131100.t1.p1_1
OG0014994	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c38	PruarM.6G061200.t1.p1_1
OG0014995	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c3a	PruarM.6G282100.t1.p1_1
OG0014996	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c3d	PruarM.6G209000.t1.p1_1
OG0014997	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c3e	PruarM.6G372000.t1.p1_1
OG0014998	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c3f	PruarM.6G385400.t1.p1_1
OG0014999	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c41	PruarM.6G050300.t1.p1_1
OG0015000	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c45	PruarM.6G447000.t1.p1_1
OG0015001	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c46	PruarM.6G332800.t1.p1_1
OG0015002	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c48	PruarM.6G026700.t1.p1_1
OG0015003	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c49	PruarM.6G459900.t1.p1_1
OG0015005	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c53	PruarM.6G287400.t1.p1_1
OG0015006	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c54	PruarM.6G357600.t1.p1_1
OG0015007	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c55	PruarM.6G345500.t1.p1_1
OG0015008	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c58	PruarM.6G135900.t1.p1_1
OG0015009	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c5b	PruarM.6G060400.t1.p1_1
OG0015010	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c5e	PruarM.6G447700.t1.p1_1
OG0015011	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c5f	PruarM.6G476600.t1.p1_1
OG0015012	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c60	PruarM.6G136000.t1.p1_1
OG0015013	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c63	PruarM.6G070600.t1.p1_1
OG0015014	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c66	PruarM.6G360000.t1.p1_1
OG0015015	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c68	PruarM.6G188200.t1.p1_1
OG0015016	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c74	PruarM.6G015700.t1.p1_1
OG0015017	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c7a	PruarM.6G202300.t1.p1_1
OG0015018	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c7b	PruarM.6G083200.t1.p1_1
OG0015019	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c7c	PruarM.6G458200.t1.p1_1
OG0015020	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c80	PruarM.6G063500.t1.p2_1
OG0015021	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c81	PruarM.6G044700.t1.p1_1
OG0015022	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c84	PruarM.6G405100.t1.p1_1
OG0015023	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c85	PruarM.6G125100.t1.p1_1
OG0015024	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c87	PruarM.6G454700.t1.p1_1
OG0015025	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c8f	PruarM.6G086900.t1.p1_1
OG0015026	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c90	PruarM.6G125800.t1.p1_1
OG0015027	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c92	PruarM.6G446400.t1.p1_1
OG0015028	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c96	PruarM.6G324700.t1.p1_1
OG0015029	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c98	PruarM.6G422900.t1.p1_1
OG0015030	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c99	PruarM.6G339300.t1.p1_1
OG0015031	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c9a	PruarM.6G441200.t1.p1_1
OG0015032	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005c9e	PruarM.6G325700.t1.p1_1
OG0015033	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ca0	PruarM.6G381500.t1.p1_1
OG0015034	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ca3	PruarM.6G306000.t1.p1_1
OG0015035	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ca4	PruarM.6G352000.t1.p1_1
OG0015036	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ca6	PruarM.6G368700.t1.p1_1
OG0015037	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cac	PruarM.6G477200.t1.p1_1
OG0015038	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cae	PruarM.6G398800.t1.p1_1
OG0015039	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cb0	PruarM.6G001700.t1.p1_1
OG0015040	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cb2	PruarM.6G451100.t1.p1_1
OG0015041	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cb3	PruarM.6G359300.t1.p1_1
OG0015042	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cb7	PruarM.6G104400.t1.p1_1
OG0015043	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cb9	PruarM.6G461100.t1.p1_1
OG0015044	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cbc	PruarM.6G475300.t1.p1_1
OG0015045	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cbd	PruarM.6G341800.t1.p1_1
OG0015046	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cc1	PruarM.6G322200.t1.p1_1
OG0015047	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cc4	PruarM.6G239700.t1.p1_1
OG0015048	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cc6	PruarM.6G275400.t1.p1_1
OG0015049	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ccc	PruarM.6G084600.t1.p1_1
OG0015050	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cce	PruarM.6G333500.t1.p1_1
OG0015051	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ccf	PruarM.6G083000.t1.p1_1
OG0015052	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cd0	PruarM.6G126500.t1.p1_1
OG0015053	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cd2	PruarM.6G328800.t1.p1_1
OG0015054	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cd6	PruarM.6G181400.t1.p1_1
OG0015055	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cdc	PruarM.6G283400.t1.p1_1
OG0015056	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cdd	PruarM.6G366500.t1.p1_1
OG0015057	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cdf	PruarM.6G004600.t1.p1_1
OG0015058	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ce4	PruarM.6G413000.t1.p1_1
OG0015059	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ce5	PruarM.6G220700.t1.p1_1
OG0015060	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005ce7	PruarM.6G447300.t1.p1_1
OG0015061	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cf2	PruarM.6G045200.t1.p1_1
OG0015062	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cf3	PruarM.6G028600.t1.p1_1
OG0015063	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cf7	PruarM.6G287700.t1.p1_1
OG0015064	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cf9	PruarM.6G129000.t1.p1_1
OG0015065	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cfd	PruarM.6G187000.t1.p1_1
OG0015066	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005cff	PruarM.6G491200.t1.p1_1
OG0015067	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d01	PruarM.6G488300.t1.p1_1
OG0015068	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d03	PruarM.6G451300.t1.p1_1
OG0015069	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d06	PruarM.6G036900.t1.p1_1
OG0015070	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d07	PruarM.6G364400.t1.p1_1
OG0015071	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d09	PruarM.6G136200.t1.p1_1
OG0015072	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d0b	PruarM.6G448700.t1.p1_1
OG0015073	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d0d	PruarM.6G386200.t1.p1_1
OG0015074	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d0e	PruarM.6G314100.t1.p1_1
OG0015075	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d10	PruarM.6G320500.t1.p1_1
OG0015076	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d11	PruarM.6G189200.t1.p1_1
OG0015077	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d14	PruarM.6G082400.t1.p1_1
OG0015078	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d16	PruarM.6G329200.t1.p1_1
OG0015079	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d17	PruarM.6G025900.t1.p1_1
OG0015080	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d19	PruarM.6G422300.t1.p1_1
OG0015081	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d1b	PruarM.6G144800.t1.p1_1
OG0015082	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d1d	PruarM.6G047100.t1.p1_1
OG0015083	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d20	PruarM.6G204200.t1.p1_1
OG0015084	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d22	PruarM.6G075500.t1.p1_1
OG0015085	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d23	PruarM.6G479300.t1.p1_1
OG0015086	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d24	PruarM.6G490500.t1.p1_1
OG0015087	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d26	PruarM.6G457000.t1.p1_1
OG0015088	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d27	PruarM.6G359500.t1.p1_1
OG0015089	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d28	PruarM.6G412700.t1.p1_1
OG0015090	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d2a	PruarM.6G450300.t1.p1_1
OG0015091	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d2f	PruarM.6G101200.t1.p1_1
OG0015092	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d30	PruarM.6G355700.t1.p1_1
OG0015093	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d31	PruarM.6G331500.t1.p1_1
OG0015094	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d35	PruarM.6G357700.t1.p1_1
OG0015095	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d37	PruarM.6G180100.t1.p1_1
OG0015096	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d38	PruarM.6G264700.t1.p1_1
OG0015097	Prunus_armeniaca_Marouch_n14_peptide	36596_0_005d3a	PruarM.6G010500.t1.p1_1
