source	target	interaction	directed	reaction_type	reaction_id	source_edge_type	target_edge_type
AT3G12580	AT5G56030	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT3G12580	AT4G11260	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT3G12580	AT4G23570	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT5G56010	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT5G52640	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT4G24190	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT3G07770	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT5G56000	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT2G04030	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT5G56030	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT5G56010	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT5G52640	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT4G24190	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT3G07770	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT5G56000	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT2G04030	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT5G56030	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G11260	AT3G12580	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT4G23570	AT3G12580	binding	False	binding/oligomerisation	rx00729	SUBSTRATE	SUBSTRATE
AT5G56010	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT5G52640	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT4G24190	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT3G07770	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT5G56000	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT2G04030	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT5G56030	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT3G12580	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT4G11260	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
AT4G23570	HSP70|HSP90|SGT1	activation	True	binding/oligomerisation	rx00729	SUBSTRATE	PRODUCT
HSP70|HSP90|SGT1	AT2G39940	activation	True	protein activation	rx00730	PRODUCT	SUBSTRATE
AT4G11260	AT3G62980	activation	True	protein activation	rx00731	SUBSTRATE	PRODUCT
AT4G23570	AT3G62980	activation	True	protein activation	rx00731	SUBSTRATE	PRODUCT
Ca2+	AT1G35670	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
Ca2+	AT2G17290	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
Ca2+	AT3G10660	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
Ca2+	AT4G09570	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
Ca2+	AT4G35310	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
Ca2+	AT5G04870	activation	True	protein activation	rx00732	SUBSTRATE	PRODUCT
AT1G35670	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT2G17290	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT3G10660	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT4G09570	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT4G35310	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT5G04870	AT5G39610	activation	True	protein activation	rx00733	PRODUCT	PRODUCT
AT5G39610	AT1G11190	activation	True	transcriptional/translational activation	rx00734	PRODUCT	PRODUCT
AT2G39660	AT1G03445	activation	True	protein activation	rx00735	PRODUCT	PRODUCT
Ca2+	AT2G41100	activation	True	protein activation	rx00738	SUBSTRATE	PRODUCT
AT2G34650	AT2G41100	binding	False	binding/oligomerisation	rx00739	SUBSTRATE	PRODUCT
AT2G41100	AT2G34650	binding	False	binding/oligomerisation	rx00739	PRODUCT	SUBSTRATE
AT2G34650	CML12|PID	activation	True	binding/oligomerisation	rx00739	SUBSTRATE	PRODUCT
AT2G41100	CML12|PID	activation	True	binding/oligomerisation	rx00739	PRODUCT	PRODUCT
Ca2+	CML12|PID	activation	True	binding/oligomerisation	rx00739	SUBSTRATE	PRODUCT
Ca2+	AT5G54490	activation	True	protein activation	rx00740	SUBSTRATE	PRODUCT
AT2G34650	AT5G54490	binding	False	binding/oligomerisation	rx00741	SUBSTRATE	PRODUCT
AT5G54490	AT2G34650	binding	False	binding/oligomerisation	rx00741	PRODUCT	SUBSTRATE
AT2G34650	PBP1|PID	activation	True	binding/oligomerisation	rx00741	SUBSTRATE	PRODUCT
AT5G54490	PBP1|PID	activation	True	binding/oligomerisation	rx00741	PRODUCT	PRODUCT
Ca2+	AT4G27280	activation	True	protein activation	rx00742	SUBSTRATE	PRODUCT
AT1G17140	AT4G27280	binding	False	binding/oligomerisation	rx00743	SUBSTRATE	PRODUCT
AT4G27280	AT1G17140	binding	False	binding/oligomerisation	rx00743	PRODUCT	SUBSTRATE
AT1G17140	CMI1|ICR1	activation	True	binding/oligomerisation	rx00743	SUBSTRATE	PRODUCT
AT4G27280	CMI1|ICR1	activation	True	binding/oligomerisation	rx00743	PRODUCT	PRODUCT
AT4G39400	AT1G03445	activation	True	protein activation	rx00744	SUBSTRATE	PRODUCT
AT5G16820	AT5G14545	activation	True	transcriptional/translational activation	rx00745	ACTIVATES	PRODUCT
AT5G14545	AT5G18100	inhibition	True	transcriptional/translational repression	rx00746	PRODUCT	ACTIVATES
AT5G14545	AT1G12520	inhibition	True	transcriptional/translational repression	rx00746	PRODUCT	ACTIVATES
AT5G14545	AT3G56350	inhibition	True	transcriptional/translational repression	rx00746	PRODUCT	ACTIVATES
AT5G14545	AT1G08830	inhibition	True	transcriptional/translational repression	rx00746	PRODUCT	ACTIVATES
AT5G14545	AT2G28190	inhibition	True	transcriptional/translational repression	rx00746	PRODUCT	ACTIVATES
Heat	AT5G16820	activation	True	protein activation	rx00747	ACTIVATES	ACTIVATES
AT2G46870	AT1G30100	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
AT2G46870	AT1G78390	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
AT2G46870	AT3G14440	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
AT2G46870	AT3G24220	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
AT2G46870	AT4G18350	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
AT2G46870	AT4G19170	activation	True	transcriptional/translational activation	rx00748	ACTIVATES	ACTIVATES
ABA-GE	AT1G52400	activation	True	catalysis	rx00749	SUBSTRATE	ACTIVATES
AT1G52400	ABA	activation	True	catalysis	rx00749	ACTIVATES	PRODUCT
ABA-GE	ABA	activation	True	catalysis	rx00749	SUBSTRATE	PRODUCT
Drought	AT1G52400	activation	True	protein activation	rx00750	ACTIVATES	ACTIVATES
ABA	AT5G45340	activation	True	catalysis	rx00751	PRODUCT	ACTIVATES
AT5G45340	8&prime; OH-ABA	activation	True	catalysis	rx00751	ACTIVATES	PRODUCT
ABA	8&prime; OH-ABA	activation	True	catalysis	rx00751	PRODUCT	PRODUCT
8&prime; OH-ABA	Phaseic acid	activation	True	catalysis	rx00752	PRODUCT	PRODUCT
Phaseic acid	PAR[unknown]	activation	True	catalysis	rx00753	PRODUCT	ACTIVATES
PAR[unknown]	DPA	activation	True	catalysis	rx00753	ACTIVATES	PRODUCT
Phaseic acid	DPA	activation	True	catalysis	rx00753	PRODUCT	PRODUCT
IAA	AT1G14130	activation	True	catalysis	rx00754	PRODUCT	ACTIVATES
AT1G14130	oxIAA	activation	True	catalysis	rx00754	ACTIVATES	PRODUCT
IAA	oxIAA	activation	True	catalysis	rx00754	PRODUCT	PRODUCT
AT4G25490	AT4G27560	activation	True	transcriptional/translational activation	rx00755	ACTIVATES	PRODUCT
AT4G25490	AT4G27570	activation	True	transcriptional/translational activation	rx00756	ACTIVATES	PRODUCT
12-OH-JA-Ile	AT1G51760	activation	True	catalysis	rx00757	PRODUCT	ACTIVATES
12-OH-JA-Ile	AT1G68100	activation	True	catalysis	rx00757	PRODUCT	ACTIVATES
AT1G51760	12-OH-JA	activation	True	catalysis	rx00757	ACTIVATES	PRODUCT
AT1G68100	12-OH-JA	activation	True	catalysis	rx00757	ACTIVATES	PRODUCT
12-OH-JA-Ile	12-OH-JA	activation	True	catalysis	rx00757	PRODUCT	PRODUCT
AT1G73805	AT3G56400	activation	True	transcriptional/translational activation	rx00758	ACTIVATES	PRODUCT
AT5G26920	AT3G56400	activation	True	transcriptional/translational activation	rx00759	PRODUCT	PRODUCT
AT1G73805	AT4G39030	activation	True	transcriptional/translational activation	rx00760	ACTIVATES	ACTIVATES
AT5G26920	AT4G39030	activation	True	transcriptional/translational activation	rx00761	PRODUCT	ACTIVATES
AT1G73805	AT1G64280	activation	True	transcriptional/translational activation	rx00762	ACTIVATES	SUBSTRATE
AT5G26920	AT1G64280	activation	True	transcriptional/translational activation	rx00763	PRODUCT	SUBSTRATE
AT1G73805	AT1G19250	activation	True	transcriptional/translational activation	rx00764	ACTIVATES	PRODUCT
AT1G73805	AT2G13810	activation	True	transcriptional/translational activation	rx00766	ACTIVATES	PRODUCT
AT1G73805	AT5G13320	activation	True	transcriptional/translational activation	rx00767	ACTIVATES	ACTIVATES
AT5G26920	AT1G19250	activation	True	transcriptional/translational activation	rx00768	PRODUCT	PRODUCT
AT5G26920	AT2G13810	activation	True	transcriptional/translational activation	rx00769	PRODUCT	PRODUCT
AT5G26920	AT5G13320	activation	True	transcriptional/translational activation	rx00770	PRODUCT	ACTIVATES
AT1G73805	AT3G48090	activation	True	transcriptional/translational activation	rx00771	ACTIVATES	SUBSTRATE
AT1G73805	AT3G52430	activation	True	transcriptional/translational activation	rx00772	ACTIVATES	SUBSTRATE
AT5G26920	AT3G48090	activation	True	transcriptional/translational activation	rx00773	PRODUCT	SUBSTRATE
AT5G26920	AT3G52430	activation	True	transcriptional/translational activation	rx00774	PRODUCT	SUBSTRATE
AT5G56010	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT5G52640	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT4G24190	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G07770	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT5G56000	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT2G04030	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT5G56030	AT3G21640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT5G56010	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT5G52640	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT4G24190	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT3G07770	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT5G56000	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT2G04030	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT3G21640	AT5G56030	binding	False	binding/oligomerisation	rx00775	SUBSTRATE	SUBSTRATE
AT5G56010	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT5G52640	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT4G24190	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT3G07770	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT5G56000	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT2G04030	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT5G56030	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT3G21640	FKBP42|HSP90	activation	True	binding/oligomerisation	rx00775	SUBSTRATE	PRODUCT
AT1G73805	AT1G33560	activation	True	transcriptional/translational activation	rx00776	ACTIVATES	PRODUCT
AT1G73805	AT4G33300	activation	True	transcriptional/translational activation	rx00777	ACTIVATES	PRODUCT
AT1G73805	AT5G04720	activation	True	transcriptional/translational activation	rx00778	ACTIVATES	PRODUCT
AT5G26920	AT1G33560	activation	True	transcriptional/translational activation	rx00779	PRODUCT	PRODUCT
AT5G26920	AT4G33300	activation	True	transcriptional/translational activation	rx00780	PRODUCT	PRODUCT
AT5G26920	AT5G04720	activation	True	transcriptional/translational activation	rx00781	PRODUCT	PRODUCT
AT5G37780	AT3G21640	binding	False	binding/oligomerisation	rx00782	SUBSTRATE	SUBSTRATE
AT3G21640	AT5G37780	binding	False	binding/oligomerisation	rx00782	SUBSTRATE	SUBSTRATE
AT5G37780	FKBP42|CAM	activation	True	binding/oligomerisation	rx00782	SUBSTRATE	PRODUCT
AT3G21640	FKBP42|CAM	activation	True	binding/oligomerisation	rx00782	SUBSTRATE	PRODUCT
AT1G73805	AT4G33430	activation	True	transcriptional/translational activation	rx00784	ACTIVATES	SUBSTRATE
Heat	AT2G25930	inhibition	True	protein deactivation	rx00785	ACTIVATES	PRODUCT
AT2G25930	AT2G43010	inhibition	True	transcriptional/translational repression	rx00786	PRODUCT	SUBSTRATE
PHOR1[SOTUB04G023130.1.1]	AT1G44090	inhibition	True	transcriptional/translational repression	rx00788	INHIBITS	ACTIVATES
PHOR1[SOTUB04G023130.1.1]	AT1G60980	inhibition	True	transcriptional/translational repression	rx00788	INHIBITS	ACTIVATES
PHOR1[SOTUB04G023130.1.1]	AT4G25420	inhibition	True	transcriptional/translational repression	rx00788	INHIBITS	ACTIVATES
PHOR1[SOTUB04G023130.1.1]	AT5G07200	inhibition	True	transcriptional/translational repression	rx00788	INHIBITS	ACTIVATES
PHOR1[SOTUB04G023130.1.1]	AT5G51810	inhibition	True	transcriptional/translational repression	rx00788	INHIBITS	ACTIVATES
AT3G17510	AT4G17615	binding	False	binding/oligomerisation	rx00789	SUBSTRATE	SUBSTRATE
AT4G17615	AT3G17510	binding	False	binding/oligomerisation	rx00789	SUBSTRATE	SUBSTRATE
AT3G17510	CBL1|CIPK1	activation	True	binding/oligomerisation	rx00789	SUBSTRATE	PRODUCT
AT4G17615	CBL1|CIPK1	activation	True	binding/oligomerisation	rx00789	SUBSTRATE	PRODUCT
AT5G47100	AT3G17510	binding	False	binding/oligomerisation	rx00790	SUBSTRATE	SUBSTRATE
AT3G17510	AT5G47100	binding	False	binding/oligomerisation	rx00790	SUBSTRATE	SUBSTRATE
AT5G47100	CBL9|CIPK1	activation	True	binding/oligomerisation	rx00790	SUBSTRATE	PRODUCT
AT3G17510	CBL9|CIPK1	activation	True	binding/oligomerisation	rx00790	SUBSTRATE	PRODUCT
AT1G73805	AT2G13790	activation	True	transcriptional/translational activation	rx00791	ACTIVATES	PRODUCT
AT1G73805	AT4G34460	activation	True	transcriptional/translational activation	rx00792	ACTIVATES	PRODUCT
AT1G73805	AT2G39660	activation	True	transcriptional/translational activation	rx00793	ACTIVATES	PRODUCT
AT1G73805	AT4G08500	activation	True	transcriptional/translational activation	rx00794	ACTIVATES	ACTIVATES
AT1G73805	AT1G51660	activation	True	transcriptional/translational activation	rx00795	ACTIVATES	ACTIVATES
AT1G73805	AT3G21220	activation	True	transcriptional/translational activation	rx00795	ACTIVATES	ACTIVATES
AT1G73805	AT2G43790	activation	True	transcriptional/translational activation	rx00796	ACTIVATES	SUBSTRATE
AT1G73805	AT3G45640	activation	True	transcriptional/translational activation	rx00796	ACTIVATES	SUBSTRATE
AT1G73805	AT1G35670	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT1G73805	AT2G17290	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT1G73805	AT3G10660	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT1G73805	AT4G09570	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT1G73805	AT4G35310	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT1G73805	AT5G04870	activation	True	transcriptional/translational activation	rx00797	ACTIVATES	PRODUCT
AT5G26920	AT4G33430	activation	True	transcriptional/translational activation	rx00798	PRODUCT	SUBSTRATE
AT5G26920	AT2G13790	activation	True	transcriptional/translational activation	rx00799	PRODUCT	PRODUCT
AT5G26920	AT4G34460	activation	True	transcriptional/translational activation	rx00800	PRODUCT	PRODUCT
AT5G26920	AT2G39660	activation	True	transcriptional/translational activation	rx00801	PRODUCT	PRODUCT
AT5G26920	AT4G08500	activation	True	transcriptional/translational activation	rx00802	PRODUCT	ACTIVATES
AT5G26920	AT1G51660	activation	True	transcriptional/translational activation	rx00803	PRODUCT	ACTIVATES
AT5G26920	AT3G21220	activation	True	transcriptional/translational activation	rx00803	PRODUCT	ACTIVATES
AT5G26920	AT2G43790	activation	True	transcriptional/translational activation	rx00804	PRODUCT	SUBSTRATE
AT5G26920	AT3G45640	activation	True	transcriptional/translational activation	rx00804	PRODUCT	SUBSTRATE
AT5G26920	AT1G35670	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT5G26920	AT2G17290	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT5G26920	AT3G10660	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT5G26920	AT4G09570	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT5G26920	AT4G35310	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT5G26920	AT5G04870	activation	True	transcriptional/translational activation	rx00805	PRODUCT	PRODUCT
AT1G73805	AT3G46510	activation	True	transcriptional/translational activation	rx00806	ACTIVATES	PRODUCT
AT1G73805	AT1G80840	activation	True	transcriptional/translational activation	rx00807	ACTIVATES	PRODUCT
AT1G73805	AT2G25000	activation	True	transcriptional/translational activation	rx00808	ACTIVATES	PRODUCT
AT1G73805	AT2G04450	activation	True	transcriptional/translational activation	rx00809	ACTIVATES	PRODUCT
AT1G73805	AT4G12720	activation	True	transcriptional/translational activation	rx00810	ACTIVATES	PRODUCT
AT1G73805	AT1G11310	activation	True	transcriptional/translational activation	rx00811	ACTIVATES	PRODUCT
AT1G73805	AT5G61900	activation	True	transcriptional/translational activation	rx00812	ACTIVATES	PRODUCT
AT1G73805	AT3G61190	activation	True	transcriptional/translational activation	rx00813	ACTIVATES	PRODUCT
AT1G73805	AT2G45760	activation	True	transcriptional/translational activation	rx00814	ACTIVATES	PRODUCT
AT1G73805	AT3G46510	activation	True	transcriptional/translational activation	rx00815	ACTIVATES	PRODUCT
AT1G73805	AT1G80840	activation	True	transcriptional/translational activation	rx00816	ACTIVATES	PRODUCT
AT5G26920	AT2G04450	activation	True	transcriptional/translational activation	rx00817	PRODUCT	PRODUCT
AT5G26920	AT3G46510	activation	True	transcriptional/translational activation	rx00818	PRODUCT	PRODUCT
AT5G26920	AT1G80840	activation	True	transcriptional/translational activation	rx00819	PRODUCT	PRODUCT
AT5G26920	AT2G25000	activation	True	transcriptional/translational activation	rx00820	PRODUCT	PRODUCT
AT5G26920	AT4G12720	activation	True	transcriptional/translational activation	rx00821	PRODUCT	PRODUCT
AT5G26920	AT1G11310	activation	True	transcriptional/translational activation	rx00822	PRODUCT	PRODUCT
AT5G26920	AT5G61900	activation	True	transcriptional/translational activation	rx00823	PRODUCT	PRODUCT
AT5G26920	AT3G61190	activation	True	transcriptional/translational activation	rx00824	PRODUCT	PRODUCT
AT5G26920	AT2G45760	activation	True	transcriptional/translational activation	rx00825	PRODUCT	PRODUCT
Heat	AT2G18790	inhibition	True	protein deactivation	rx00826	ACTIVATES	PRODUCT
AT5G56010	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT5G52640	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT4G24190	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G07770	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT5G56000	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT2G04030	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT5G56030	AT3G25230	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT5G56010	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT5G52640	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT4G24190	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT3G07770	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT5G56000	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT2G04030	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT3G25230	AT5G56030	binding	False	binding/oligomerisation	rx00827	SUBSTRATE	SUBSTRATE
AT5G56010	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT5G52640	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT4G24190	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT3G07770	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT5G56000	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT2G04030	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT5G56030	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT3G25230	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	SUBSTRATE	PRODUCT
AT2G26150	FKBP62|HSP90.1	activation	True	binding/oligomerisation	rx00827	PRODUCT	PRODUCT
AT1G30270	AT4G17615	binding	False	binding/oligomerisation	rx00828	SUBSTRATE	SUBSTRATE
AT4G17615	AT1G30270	binding	False	binding/oligomerisation	rx00828	SUBSTRATE	SUBSTRATE
AT1G30270	CBL1|CIPK23	activation	True	binding/oligomerisation	rx00828	SUBSTRATE	PRODUCT
AT4G17615	CBL1|CIPK23	activation	True	binding/oligomerisation	rx00828	SUBSTRATE	PRODUCT
AT5G47100	AT1G30270	binding	False	binding/oligomerisation	rx00829	SUBSTRATE	SUBSTRATE
AT1G30270	AT5G47100	binding	False	binding/oligomerisation	rx00829	SUBSTRATE	SUBSTRATE
AT5G47100	CBL9|CIPK23	activation	True	binding/oligomerisation	rx00829	SUBSTRATE	PRODUCT
AT1G30270	CBL9|CIPK23	activation	True	binding/oligomerisation	rx00829	SUBSTRATE	PRODUCT
AT1G68130	AT1G45249	binding	False	binding/oligomerisation	rx00830	SUBSTRATE	PRODUCT
AT1G68130	AT3G19290	binding	False	binding/oligomerisation	rx00830	SUBSTRATE	PRODUCT
AT1G68130	AT1G49720	binding	False	binding/oligomerisation	rx00830	SUBSTRATE	PRODUCT
AT1G68130	AT4G34000	binding	False	binding/oligomerisation	rx00830	SUBSTRATE	PRODUCT
AT1G45249	AT1G68130	binding	False	binding/oligomerisation	rx00830	PRODUCT	SUBSTRATE
AT3G19290	AT1G68130	binding	False	binding/oligomerisation	rx00830	PRODUCT	SUBSTRATE
AT1G49720	AT1G68130	binding	False	binding/oligomerisation	rx00830	PRODUCT	SUBSTRATE
AT4G34000	AT1G68130	binding	False	binding/oligomerisation	rx00830	PRODUCT	SUBSTRATE
AT1G68130	ABF1|IDD14	activation	True	binding/oligomerisation	rx00830	SUBSTRATE	PRODUCT
AT1G45249	ABF1|IDD14	activation	True	binding/oligomerisation	rx00830	PRODUCT	PRODUCT
AT3G19290	ABF1|IDD14	activation	True	binding/oligomerisation	rx00830	PRODUCT	PRODUCT
AT1G49720	ABF1|IDD14	activation	True	binding/oligomerisation	rx00830	PRODUCT	PRODUCT
AT4G34000	ABF1|IDD14	activation	True	binding/oligomerisation	rx00830	PRODUCT	PRODUCT
AT1G68130	AT1G45249	binding	False	binding/oligomerisation	rx00831	SUBSTRATE	PRODUCT
AT1G68130	AT3G19290	binding	False	binding/oligomerisation	rx00831	SUBSTRATE	PRODUCT
AT1G68130	AT1G49720	binding	False	binding/oligomerisation	rx00831	SUBSTRATE	PRODUCT
AT1G68130	AT4G34000	binding	False	binding/oligomerisation	rx00831	SUBSTRATE	PRODUCT
AT1G45249	AT1G68130	binding	False	binding/oligomerisation	rx00831	PRODUCT	SUBSTRATE
AT3G19290	AT1G68130	binding	False	binding/oligomerisation	rx00831	PRODUCT	SUBSTRATE
AT1G49720	AT1G68130	binding	False	binding/oligomerisation	rx00831	PRODUCT	SUBSTRATE
AT4G34000	AT1G68130	binding	False	binding/oligomerisation	rx00831	PRODUCT	SUBSTRATE
AT1G68130	ABF2|IDD14	activation	True	binding/oligomerisation	rx00831	SUBSTRATE	PRODUCT
AT1G45249	ABF2|IDD14	activation	True	binding/oligomerisation	rx00831	PRODUCT	PRODUCT
AT3G19290	ABF2|IDD14	activation	True	binding/oligomerisation	rx00831	PRODUCT	PRODUCT
AT1G49720	ABF2|IDD14	activation	True	binding/oligomerisation	rx00831	PRODUCT	PRODUCT
AT4G34000	ABF2|IDD14	activation	True	binding/oligomerisation	rx00831	PRODUCT	PRODUCT
AT1G68130	AT1G45249	binding	False	binding/oligomerisation	rx00832	SUBSTRATE	PRODUCT
AT1G68130	AT3G19290	binding	False	binding/oligomerisation	rx00832	SUBSTRATE	PRODUCT
AT1G68130	AT1G49720	binding	False	binding/oligomerisation	rx00832	SUBSTRATE	PRODUCT
AT1G68130	AT4G34000	binding	False	binding/oligomerisation	rx00832	SUBSTRATE	PRODUCT
AT1G45249	AT1G68130	binding	False	binding/oligomerisation	rx00832	PRODUCT	SUBSTRATE
AT3G19290	AT1G68130	binding	False	binding/oligomerisation	rx00832	PRODUCT	SUBSTRATE
AT1G49720	AT1G68130	binding	False	binding/oligomerisation	rx00832	PRODUCT	SUBSTRATE
