query_id	subject_id	perc_identity	num_ident_matches	alig_length	mismatches	gap_openings	n_gaps	pos_match	ppos	q_start	q_end	q_len	qcov	qcovhsp	s_start	s_end	s_len	evalue	bit_score	score_raw
AT5G54920.2	PaF106G0400015731.01.P04	39.549	193	488	244	15	51	278	56.97	29	493	523	89	89	25	484	494	3.77e-88	279	714
AT5G54930.1	PaF106G0400015729.01.P02	36.066	88	244	114	8	42	126	51.64	4	205	287	70	70	3	246	420	6.52e-30	116	291
AT5G54940.2	PaF106G0400015711.01.P01	83.036	93	112	19	0	0	105	93.75	1	112	113	99	99	1	112	112	1.88e-67	197	502
AT5G54960.1	PaF106G0400017670.01.P01	81.883	461	563	102	0	0	505	89.7	45	607	608	93	93	11	573	573	0	971	2510
AT5G54960.1	PaF106G0600022018.01.P02	79.705	487	611	118	2	6	544	89.03	1	607	608	99	99	1	609	609	0	1015	2624
AT5G54960.1	PaF106G0600024842.01.P01	81.699	125	153	27	1	1	136	88.89	404	556	608	25	25	4	155	155	5.86e-88	269	688
AT5G54970.1	PaF106G0300012018.01.P01	40	42	105	49	4	14	63	60	10	112	126	82	82	16	108	126	8e-14	62.8	151
AT5G54980.1	PaF106G0400015694.01.P01	54.217	90	166	76	0	0	123	74.1	28	193	195	85	85	20	185	188	2.49e-64	196	498
AT5G54990.1	PaF106G0100005732.01.P01	51.111	23	45	22	0	0	34	75.56	173	217	227	20	20	169	213	216	1.78e-11	61.2	147
AT5G55000.2	PaF106G0700029151.01.P02	77.474	227	293	63	1	3	254	86.69	9	298	299	97	97	2	294	294	1.33e-169	471	1212
AT5G55020.1	PaF106G0300012032.01.P01	76.336	100	131	31	0	0	112	85.5	26	156	524	25	25	36	166	376	2.2e-67	221	564
AT5G55020.1	PaF106G0400015691.01.P01	78.049	96	123	27	0	0	110	89.43	19	141	524	23	23	35	157	528	3.23e-65	220	560
AT5G55040.1	PaF106G0400015688.01.P01	47.935	267	557	253	21	37	335	60.14	373	916	917	59	59	1	533	533	5.78e-124	385	989
AT5G55050.1	PaF106G0400015680.01.P01	52.941	180	340	152	5	8	235	69.12	37	375	377	90	90	2	334	335	6.73e-127	368	944
AT5G55060.2	PaF106G0400015677.01.P01	61.66	312	506	184	5	10	387	76.48	1	499	570	88	88	152	654	678	0	628	1620
AT5G55090.2	PaF106G0400018243.01.P01	56.25	126	224	96	1	2	156	69.64	102	323	511	43	43	28	251	251	2.82e-85	263	672
AT5G55100.6	PaF106G0400015662.01.P01	43.908	191	435	179	15	65	246	56.55	1	379	660	57	57	189	614	637	1.75e-70	240	613
AT5G55110.1	PaF106G0400015651.01.P01	51.515	34	66	32	0	0	48	72.73	98	163	164	40	40	87	152	152	3.39e-19	79	193
AT5G55110.1	PaF106G0400018250.01.P01	42.222	38	90	47	1	5	53	58.89	74	163	164	55	55	65	149	149	3.92e-18	75.9	185
AT5G55120.1	PaF106G0400015622.01.P01	75.743	306	404	84	3	14	350	86.63	1	393	432	91	91	1	401	446	0	638	1646
AT5G55125.1	PaF106G0400015621.01.P01	73.134	49	67	18	0	0	58	86.57	1	67	77	87	87	11	77	78	6.25e-34	110	275
AT5G55130.1	PaF106G0400015619.01.P01	73.512	247	336	86	2	3	283	84.23	131	464	465	72	72	1	335	335	2.05e-179	504	1299
AT5G55140.1	PaF106G0300012081.01.P01	64.22	70	109	38	1	1	90	82.57	1	109	110	99	99	1	108	108	7.66e-49	150	380
AT5G55160.1	PaF106G0400015610.01.P01	95.506	85	89	3	1	1	86	96.63	6	93	104	85	85	8	96	98	2.16e-58	174	441
AT5G55160.1	PaF106G0800030156.01.P01	91.954	80	87	6	1	1	83	95.4	7	92	104	83	83	12	98	100	1.88e-54	164	415
AT5G55180.1	PaF106G0400015607.01.P01	73.815	327	443	109	2	7	378	85.33	24	460	461	95	95	31	472	472	0	682	1760
AT5G55190.1	PaF106G0100005467.01.P05	98.165	107	109	2	0	0	107	98.17	113	221	222	49	49	45	153	153	3.02e-74	221	563
AT5G55190.1	PaF106G0700026308.01.P01	97.738	216	221	5	0	0	217	98.19	1	221	222	99	99	1	221	221	6.56e-166	455	1171
AT5G55210.1	PaF106G0400015593.01.P01	50.893	57	112	48	3	7	74	66.07	1	111	169	66	66	1	106	198	2.47e-26	98.6	244
AT5G55220.1	PaF106G0400015594.01.P01	67.826	312	460	148	0	0	403	87.61	88	547	548	84	84	75	534	534	0	666	1719
AT5G55230.1	PaF106G0400015590.01.P01	78.231	460	588	120	5	8	521	88.61	1	587	588	99	99	1	581	581	0	934	2413
AT5G55240.1	PaF106G0100000567.01.P02	71.111	160	225	65	0	0	193	85.78	7	231	244	92	92	5	229	239	6.11e-127	358	920
AT5G55250.1	PaF106G0400015587.01.P01	72.396	278	384	103	2	3	331	86.2	3	385	387	99	99	18	399	400	0	595	1533
AT5G55250.1	PaF106G0400015589.01.P01	73.107	280	383	100	2	3	331	86.42	4	385	387	99	99	31	411	412	0	598	1542
AT5G55260.1	PaF106G0400015580.01.P01	95.738	292	305	13	0	0	299	98.03	1	305	306	99	99	1	305	305	0	616	1588
AT5G55280.1	PaF106G0400015576.01.P01	80.425	341	424	71	3	12	370	87.26	10	433	434	98	98	8	419	419	0	593	1529
AT5G55290.3	PaF106G0400015575.01.P01	84.286	59	70	11	0	0	65	92.86	1	70	71	99	99	1	70	70	1.71e-39	124	311
AT5G55340.1	PaF106G0200007084.01.P01	48.035	110	229	117	2	2	144	62.88	104	332	334	69	69	201	427	438	2.77e-62	204	519
AT5G55340.1	PaF106G0400015553.01.P01	45.553	169	371	161	4	41	214	57.68	1	332	334	99	99	1	369	382	8.56e-100	298	764
AT5G55350.1	PaF106G0400018321.01.P01	42.991	138	321	171	3	12	197	61.37	1	310	346	90	90	1	320	359	1.77e-85	262	669
AT5G55380.1	PaF106G0200007084.01.P01	51.304	59	115	54	2	2	76	66.09	1	113	342	33	33	1	115	438	7.54e-29	115	287
AT5G55380.1	PaF106G0400015553.01.P01	46.07	170	369	166	5	33	222	60.16	1	336	342	98	98	1	369	382	1.74e-102	306	783
AT5G55390.3	PaF106G0400015551.01.P01	65.085	192	295	102	1	1	240	81.36	610	904	1298	23	23	1	294	330	3.17e-136	419	1076
AT5G55390.3	PaF106G0400015552.01.P01	53.276	496	931	383	13	52	651	69.92	1	908	1298	70	70	1	902	1255	0	968	2503
AT5G55400.2	PaF106G0400015549.01.P01	70.804	502	709	181	7	26	599	84.49	1	706	715	99	99	1	686	703	0	1028	2659
AT5G55410.1	PaF106G0400015547.01.P01	43.011	40	93	52	1	1	57	61.29	15	107	108	86	86	12	103	104	3.97e-23	85.5	210
AT5G55460.1	PaF106G0400015547.01.P01	40.816	40	98	55	2	3	59	60.2	2	99	110	89	89	3	97	104	7.66e-20	77	188
AT5G55470.1	PaF106G0400015546.01.P02	75.517	219	290	70	1	1	254	87.59	56	345	530	55	55	21	309	332	2.57e-154	443	1140
AT5G55480.1	PaF106G0400015544.01.P02	57.239	427	746	310	7	9	543	72.79	25	766	767	97	97	17	757	757	0	857	2214
AT5G55490.3	PaF106G0300012654.01.P01	56.332	258	458	185	5	15	338	73.8	9	461	463	98	98	4	451	583	4.03e-175	503	1295
AT5G55500.1	PaF106G0400015533.01.P01	61.029	332	544	173	7	39	400	73.53	1	534	535	99	99	1	515	515	0	649	1673
AT5G55510.1	PaF106G0400015519.01.P01	71.429	105	147	40	1	2	121	82.31	61	207	215	68	68	1	145	151	1.55e-67	204	518
AT5G55520.2	PaF106G0400015516.01.P01	44.444	352	792	310	26	130	468	59.09	105	797	802	96	86	460	1220	1221	1.09e-144	456	1173
AT5G55520.2	PaF106G0400015516.01.P01	57.333	43	75	24	4	8	52	69.33	1	73	802	96	9	1	69	1221	1.51e-12	71.2	173
AT5G55530.1	PaF106G0400015515.01.P01	58.469	252	431	142	9	37	315	73.09	1	405	406	99	99	1	420	420	3.07e-157	449	1155
AT5G55540.1	PaF106G0400015514.01.P01	66.944	403	602	188	5	11	487	80.9	6	604	1381	43	43	4	597	601	0	813	2101
AT5G55560.1	PaF106G0300012175.01.P01	77.936	219	281	62	0	0	251	89.32	9	289	315	89	89	4	284	298	1.52e-173	482	1240
AT5G55560.1	PaF106G0400015511.01.P01	78.621	228	290	62	0	0	267	92.07	10	299	315	92	92	3	292	296	0	503	1294
AT5G55570.1	PaF106G0400015467.01.P01	70.13	54	77	23	0	0	63	81.82	67	143	144	53	53	66	142	142	3.54e-37	123	309
AT5G55580.1	PaF106G0400015464.01.P01	68.75	319	464	136	3	9	378	81.47	37	496	497	93	93	38	496	496	0	649	1674
AT5G55590.1	PaF106G0400015373.01.P01	62.198	232	373	117	3	24	274	73.46	9	380	381	98	98	13	362	362	3.34e-164	464	1193
AT5G55600.1	PaF106G0400015372.01.P01	55.897	327	585	235	7	23	422	72.14	1	570	664	86	86	1	577	687	0	671	1731
AT5G55610.1	PaF106G0400015369.01.P01	58.258	194	333	129	6	10	246	73.87	1	328	330	99	99	1	328	329	9.78e-129	370	950
AT5G55630.2	PaF106G0400015345.01.P01	64.22	210	327	114	1	3	261	79.82	33	359	364	90	90	11	334	337	1.19e-155	440	1132
AT5G55640.1	PaF106G0400015342.01.P01	62.329	91	146	50	3	5	112	76.71	1	145	150	97	97	1	142	146	1e-58	178	452
AT5G55660.1	PaF106G0400015340.01.P01	51.327	232	452	203	6	17	319	70.58	295	742	779	58	58	213	651	678	5.18e-104	334	856
AT5G55670.1	PaF106G0100002920.01.P02	37.532	292	778	287	32	199	387	49.74	2	710	711	99	99	13	660	660	1.4e-96	312	799
AT5G55670.1	PaF106G0400015338.01.P01	71.193	173	243	59	5	11	190	78.19	234	472	711	34	34	25	260	292	4.48e-90	283	723
AT5G55690.1	PaF106G0200008233.01.P01	38.255	57	149	77	5	15	82	55.03	1	139	278	50	50	1	144	362	2.53e-23	97.4	241
AT5G55690.1	PaF106G0300012824.01.P01	36.913	55	149	80	4	14	83	55.7	1	139	278	50	50	1	145	391	2.38e-24	100	249
AT5G55700.1	PaF106G0400015330.01.P02	66.479	355	534	161	6	18	418	78.28	1	530	532	99	99	3	522	523	0	702	1813
AT5G55710.1	PaF106G0400015318.01.P01	54.45	104	191	41	3	46	119	62.3	19	208	210	90	90	29	174	175	4.78e-59	183	464
AT5G55730.1	PaF106G0400015320.01.P01	61.307	244	398	136	4	18	296	74.37	24	418	425	93	93	25	407	410	2.83e-149	429	1104
AT5G55740.1	PaF106G0700026327.01.P01	58.184	487	837	335	5	15	636	75.99	1	825	831	99	99	44	877	880	0	997	2577
AT5G55760.1	PaF106G0400015325.01.P01	69.556	329	473	133	4	11	394	83.3	1	465	474	98	98	1	470	471	0	681	1757
AT5G55810.1	PaF106G0300012813.01.P02	71.154	74	104	30	0	0	87	83.65	132	235	239	44	44	1	104	109	4.6e-50	159	401
AT5G55810.1	PaF106G0400017076.01.P01	69.198	164	237	70	1	3	197	83.12	1	234	239	98	98	1	237	243	5.6e-123	348	894
AT5G55820.2	PaF106G0500018897.01.P02	37.916	262	691	326	13	103	376	54.41	1082	1735	1738	54	38	1066	1690	1697	7.65e-99	352	904
AT5G55820.2	PaF106G0500018897.01.P02	31.322	109	348	169	13	70	156	44.83	49	336	1738	54	17	5	342	1697	3.94e-21	100	250
AT5G55830.1	PaF106G0600021657.01.P01	64.985	438	674	192	8	44	519	77	5	675	682	98	98	4	636	647	0	869	2245
AT5G55840.2	PaF106G0600021663.01.P03	53.297	291	546	255	0	0	388	71.06	434	979	1137	48	48	1	546	552	0	604	1558
AT5G55850.3	PaF106G0100002906.01.P02	73.171	30	41	9	1	2	37	90.24	5	45	80	51	51	4	42	86	2.82e-16	66.2	160
AT5G55850.3	PaF106G0300011108.01.P02	72.093	31	43	12	0	0	36	83.72	8	50	80	54	54	50	92	135	5e-16	67	162
AT5G55850.3	PaF106G0600021664.01.P03	68.831	53	77	22	1	2	59	76.62	3	79	80	96	96	35	109	109	1.18e-31	105	263
AT5G55860.1	PaF106G0600021671.01.P04	60.212	398	661	243	9	20	512	77.46	1	649	650	99	99	1	653	653	0	643	1658
AT5G55930.1	PaF106G0600021680.01.P01	71.529	304	425	117	1	4	349	82.12	16	440	756	56	56	21	441	452	0	624	1608
AT5G55930.1	PaF106G0600021681.01.P01	69.531	445	640	192	2	3	534	83.44	11	647	756	84	84	6	645	662	0	947	2447
AT5G55930.1	PaF106G0600021683.01.P01	68.062	439	645	200	2	6	526	81.55	3	647	756	85	85	2	640	685	0	916	2367
AT5G55940.1	PaF106G0600021684.01.P01	72.139	145	201	54	2	2	178	88.56	7	207	209	96	96	3	201	202	8.79e-108	307	787
AT5G55950.1	PaF106G0600021686.01.P01	81.233	303	373	68	2	2	343	91.96	1	373	399	93	93	1	371	387	0	625	1611
AT5G55960.1	PaF106G0600021690.01.P01	72.462	471	650	170	4	9	541	83.23	1	645	649	99	99	1	646	650	0	959	2479
AT5G55970.2	PaF106G0600021702.01.P01	67.049	234	349	103	6	12	284	81.38	1	343	344	99	99	1	343	343	9.82e-175	488	1256
AT5G55980.1	PaF106G0600021704.01.P01	63.636	35	55	16	1	4	40	72.73	63	113	114	45	45	64	118	118	3.28e-16	68.6	166
AT5G55990.2	PaF106G0600021707.01.P01	90	207	230	19	1	4	216	93.91	1	226	227	99	99	1	230	230	1.59e-151	420	1079
AT5G56000.1	PaF106G0300014244.01.P01	89.583	43	48	5	0	0	45	93.75	42	89	700	7	7	9	56	127	3.89e-23	95.1	235
AT5G56000.1	PaF106G0600021708.01.P01	91.286	639	700	59	2	2	684	97.71	1	699	700	99	99	1	699	699	0	1184	3064
AT5G56010.1	PaF106G0300014244.01.P01	89.583	43	48	5	0	0	45	93.75	42	89	700	7	7	9	56	127	3.89e-23	95.1	235
AT5G56010.1	PaF106G0600021708.01.P01	92.429	647	700	51	2	2	683	97.57	1	699	700	99	99	1	699	699	0	1194	3088
AT5G56030.1	PaF106G0300014244.01.P01	89.583	43	48	5	0	0	45	93.75	42	89	700	7	7	9	56	127	3.89e-23	95.1	235
AT5G56030.1	PaF106G0600021708.01.P01	93.143	652	700	46	2	2	685	97.86	1	699	700	99	99	1	699	699	0	1200	3105
AT5G56040.2	PaF106G0600021715.01.P01	70.577	770	1091	307	8	14	903	82.77	4	1090	1091	99	99	11	1091	1092	0	1513	3917
AT5G56060.1	PaF106G0400016693.01.P01	57.692	45	78	32	1	1	55	70.51	72	149	176	44	44	244	320	324	2.58e-23	93.6	231
AT5G56060.1	PaF106G0400016704.01.P01	57.895	33	57	23	1	1	39	68.42	93	149	176	32	32	6	61	164	1.39e-14	67.4	163
AT5G56075.1	PaF106G0400016704.01.P01	56.164	41	73	31	1	1	49	67.12	184	256	257	28	28	6	77	164	5.36e-20	83.6	205
AT5G56075.1	PaF106G0400016705.01.P01	67.391	31	46	15	0	0	39	84.78	63	108	257	18	18	7	52	70	1.19e-15	69.3	168
AT5G56080.1	PaF106G0100001042.01.P01	51.111	138	270	127	4	5	192	71.11	6	274	321	84	84	16	281	284	5.51e-91	272	696
AT5G56080.1	PaF106G0600025288.01.P01	61.745	92	149	54	3	3	121	81.21	1	149	321	46	46	1	146	181	4.71e-59	187	475
AT5G56090.1	PaF106G0400015530.01.P01	73.97	341	461	100	3	20	387	83.95	1	454	458	99	99	1	448	449	0	679	1752
AT5G56090.1	PaF106G0800031543.01.P01	83.073	319	384	65	0	0	353	91.93	71	454	458	84	84	1	384	385	0	654	1687
AT5G56110.1	PaF106G0100001067.01.P01	79.412	27	34	7	0	0	31	91.18	85	118	321	11	11	109	142	410	8.77e-12	65.1	157
AT5G56110.1	PaF106G0300011351.01.P01	65.972	95	144	49	0	0	110	76.39	2	145	321	45	45	1	144	370	3.32e-68	217	552
AT5G56110.1	PaF106G0600021756.01.P01	59.143	207	350	88	12	55	238	68	1	320	321	99	99	1	325	325	6.57e-129	370	950
AT5G56120.1	PaF106G0600021759.01.P01	67.373	159	236	62	3	15	186	78.81	1	236	237	99	99	1	221	221	6.75e-112	320	819
AT5G56130.1	PaF106G0600021760.01.P03	85.668	263	307	43	1	1	284	92.51	1	307	316	97	97	4	309	324	0	561	1445
AT5G56140.1	PaF106G0600021762.01.P01	74.183	227	306	56	5	23	250	81.7	25	313	316	91	91	6	305	306	1.57e-148	419	1077
AT5G56150.1	PaF106G0600021765.01.P02	90.476	95	105	10	0	0	99	94.29	1	105	149	70	70	1	105	150	3e-69	205	522
AT5G56170.1	PaF106G0600021767.01.P01	63.975	103	161	50	4	8	126	78.26	8	164	169	93	93	14	170	173	4.95e-69	206	525
AT5G56180.3	PaF106G0600021768.01.P02	79	158	200	42	0	0	184	92	32	231	340	59	59	164	363	452	4.18e-115	340	873
AT5G56210.1	PaF106G0600021784.01.P02	37.05	206	556	266	18	84	307	55.22	28	509	510	95	95	68	613	613	2.85e-78	256	654
AT5G56220.1	PaF106G0600021786.01.P01	72.069	418	580	156	3	6	487	83.97	399	973	974	59	59	1	579	579	0	863	2231
AT5G56230.1	PaF106G0600021787.01.P01	43.548	81	186	98	3	7	114	61.29	1	182	187	97	97	1	183	189	3.5e-39	132	331
AT5G56240.3	PaF106G0600021788.01.P01	34.052	158	464	228	14	78	220	47.41	30	420	988	69	40	39	497	1446	1.46e-47	184	468
AT5G56240.3	PaF106G0600021788.01.P01	38.372	132	344	155	15	57	170	49.42	631	923	988	69	30	831	1168	1446	9.8e-28	121	303
AT5G56250.1	PaF106G0600021788.01.P01	37.049	113	305	161	11	31	168	55.08	143	421	812	41	34	219	518	1446	1.05e-37	152	384
AT5G56250.1	PaF106G0600021788.01.P01	54.902	28	51	23	0	0	37	72.55	31	81	812	41	6	39	89	1446	2.89e-11	67	162
AT5G56260.1	PaF106G0600021800.01.P01	78.916	131	166	35	0	0	149	89.76	1	166	167	99	99	23	188	188	6.56e-95	272	696
AT5G56270.1	PaF106G0600021797.01.P01	54.023	376	696	233	23	87	440	63.22	1	632	688	92	92	1	673	697	0	611	1576
AT5G56270.1	PaF106G0600025823.01.P01	53.086	172	324	111	7	41	213	65.74	272	570	688	43	43	28	335	512	4.82e-99	313	802
AT5G56280.1	PaF106G0600021803.01.P01	77.177	257	333	60	1	16	284	85.29	1	317	318	99	99	1	333	333	0	513	1322
AT5G56290.1	PaF106G0600021804.01.P01	79.521	299	376	69	2	8	337	89.63	361	728	729	50	50	29	404	404	0	624	1610
AT5G56310.1	PaF106G0600021386.01.P01	53.906	276	512	223	4	13	367	71.68	26	527	531	95	95	32	540	557	0	553	1425
AT5G56340.1	PaF106G0600021392.01.P02	55.968	211	377	113	7	53	255	67.64	1	367	397	92	92	1	334	366	4.13e-119	350	897
AT5G56350.1	PaF106G0600021393.01.P01	88.283	437	495	58	0	0	468	94.55	4	498	499	99	99	1	495	495	0	913	2359
AT5G56360.1	PaF106G0600021394.01.P01	58.525	381	651	234	11	36	472	72.5	9	647	648	99	99	7	633	633	0	690	1780
AT5G56380.1	PaF106G0400016338.01.P02	28.632	136	475	290	14	49	223	46.95	2	438	440	99	99	14	477	499	6e-39	146	369
AT5G56390.1	PaF106G0300014002.01.P01	30.288	63	208	119	8	26	107	51.44	1	192	429	45	45	78	275	606	4.28e-15	77	188
AT5G56420.1	PaF106G0400016362.01.P01	29.136	118	405	198	15	89	185	45.68	3	381	423	90	90	25	366	451	6.18e-31	123	308
AT5G56430.1	PaF106G0400016362.01.P01	30.769	108	351	207	12	36	168	47.86	4	324	361	89	89	30	374	451	3.27e-33	128	321
AT5G56450.1	PaF106G0100004817.01.P01	72.644	239	329	80	3	10	281	85.41	3	330	331	99	99	1	320	320	1.88e-179	498	1283
AT5G56460.1	PaF106G0600021401.01.P01	84.066	306	364	54	2	4	331	90.93	1	364	409	89	89	1	360	385	0	634	1635
AT5G56470.1	PaF106G0200009312.01.P01	67.234	158	235	76	1	1	195	82.98	16	250	253	93	93	364	597	604	1.34e-120	356	913
AT5G56480.1	PaF106G0400015122.01.P01	47.17	25	53	28	0	0	40	75.47	51	103	114	46	46	21	73	93	2.3e-12	57.8	138
AT5G56500.1	PaF106G0600021403.01.P01	87.129	528	606	68	3	10	562	92.74	1	597	598	99	99	1	605	605	0	1046	2705
AT5G56510.2	PaF106G0600021404.01.P05	42.412	327	771	256	17	188	423	54.86	8	591	597	98	98	9	778	783	9.53e-180	527	1358
AT5G56530.2	PaF106G0600021410.01.P01	66.169	133	201	65	2	3	156	77.61	1	200	421	48	48	1	199	210	9.46e-94	280	717
AT5G56550.1	PaF106G0300013953.01.P01	59.302	51	86	29	3	6	60	69.77	71	154	173	49	49	87	168	222	9.72e-21	84.7	208
AT5G56550.1	PaF106G0700026531.01.P01	53	53	100	43	2	4	68	68	72	170	173	57	57	84	180	185	1.67e-24	93.6	231
AT5G56580.1	PaF106G0700026532.01.P03	78.866	306	388	43	3	39	328	84.54	7	356	357	98	98	8	394	394	0	612	1578
AT5G56590.1	PaF106G0700026533.01.P02	70.902	346	488	138	4	4	407	83.4	11	498	507	96	96	26	509	512	0	729	1882
AT5G56600.1	PaF106G0100005178.01.P01	77.863	102	131	29	0	0	111	84.73	1	131	132	99	99	1	131	131	4.51e-75	218	556
AT5G56600.1	PaF106G0700026534.01.P01	77.863	102	131	29	0	0	116	88.55	1	131	132	99	99	1	131	131	6.46e-77	223	568
AT5G56610.1	PaF106G0700026541.01.P03	62.727	138	220	77	2	5	177	80.45	8	227	229	96	96	4	218	284	1.92e-100	293	749
AT5G56630.1	PaF106G0100005177.01.P02	79.957	371	464	90	3	3	415	89.44	10	470	486	95	95	19	482	500	0	772	1993
AT5G56630.1	PaF106G0200010237.01.P01	73.392	331	451	104	3	16	386	85.59	17	451	486	90	90	74	524	550	0	700	1807
AT5G56630.1	PaF106G0300013962.01.P02	80.845	287	355	68	0	0	328	92.39	1	355	486	73	73	59	413	421	0	612	1579
AT5G56630.1	PaF106G0700026545.01.P01	79.914	370	463	91	2	2	412	88.98	10	470	486	95	95	56	518	536	0	775	2000
AT5G56640.1	PaF106G0700026549.01.P02	71.795	224	312	75	2	13	258	82.69	15	314	315	95	95	24	334	334	6.18e-170	474	1220
AT5G56670.1	PaF106G0300013999.01.P01	96.774	60	62	2	0	0	62	100	1	62	63	98	98	1	62	62	6.88e-38	119	298
AT5G56670.1	PaF106G0700027023.01.P01	96.774	60	62	2	0	0	62	100	1	62	63	98	98	1	62	62	6.88e-38	119	298
AT5G56680.1	PaF106G0400016411.01.P02	74.126	424	572	142	3	6	492	86.01	1	572	573	99	99	1	566	566	0	895	2312
AT5G56710.1	PaF106G0700026573.01.P01	87.5	105	120	14	1	1	112	93.33	1	119	120	99	99	1	120	120	7.8e-73	212	539
AT5G56730.1	PaF106G0700026574.01.P01	76.115	768	1009	237	4	4	891	88.31	1	1008	1009	99	99	1	1006	1007	0	1626	4211
AT5G56740.1	PaF106G0700026576.01.P01	58.785	271	461	186	4	4	361	78.31	1	459	468	98	98	1	459	469	0	573	1478
AT5G56740.1	PaF106G0800032811.01.P01	70.37	38	54	16	0	0	46	85.19	249	302	468	12	12	22	75	329	3.89e-19	87.8	216
AT5G56740.1	PaF106G0800032815.01.P01	70.37	38	54	16	0	0	46	85.19	249	302	468	12	12	22	75	311	6.89e-19	87	214
AT5G56750.1	PaF106G0100004859.01.P01	77.551	266	343	77	0	0	299	87.17	1	343	347	99	99	1	343	350	0	556	1432
AT5G56750.1	PaF106G0700026594.01.P02	78.056	281	360	63	2	16	312	86.67	1	344	347	99	99	1	360	363	0	581	1498
AT5G56760.1	PaF106G0700026598.01.P01	79.677	247	310	39	3	24	261	84.19	3	312	313	99	99	2	287	287	4.67e-166	462	1190
AT5G56770.1	PaF106G0700026599.01.P01	44.134	79	179	74	6	26	104	58.1	53	207	255	61	61	11	187	452	2.96e-36	133	334
AT5G56780.1	PaF106G0700026599.01.P01	40.839	185	453	231	10	37	244	53.86	9	433	484	88	88	6	449	452	2.36e-93	290	742
AT5G56790.1	PaF106G0700026600.01.P02	63.278	417	659	215	6	27	500	75.87	25	665	670	96	96	22	671	679	0	811	2096
AT5G56800.1	PaF106G0400016362.01.P01	29.961	77	257	152	7	28	127	49.42	76	310	345	68	68	119	369	451	1.89e-22	97.4	241
AT5G56840.1	PaF106G0200009922.01.P01	71.875	46	64	18	0	0	54	84.38	86	149	234	27	27	118	181	290	2.45e-27	105	262
AT5G56840.1	PaF106G0700026602.01.P01	54.45	104	191	56	4	31	121	63.35	1	161	234	69	69	1	190	332	3.51e-60	192	487
AT5G56850.3	PaF106G0700026636.01.P02	48.63	71	146	72	2	3	97	66.44	1	144	544	26	26	78	222	419	1.34e-29	120	301
AT5G56860.1	PaF106G0100004836.01.P01	42.063	53	126	36	5	37	61	48.41	142	261	399	30	30	30	124	167	1.15e-18	82.4	202
AT5G56860.1	PaF106G0700026638.01.P01	35.714	115	322	129	10	78	154	47.83	95	398	399	76	76	74	335	335	1.9e-33	127	319
AT5G56870.1	PaF106G0300011098.01.P01	71.489	504	705	199	2	2	584	82.84	21	723	725	97	97	19	723	835	0	1076	2782
AT5G56870.1	PaF106G0700026639.01.P01	74.364	351	472	120	1	1	404	85.59	59	529	725	65	65	1	472	473	0	747	1929
AT5G56880.1	PaF106G0700026642.01.P01	33.333	55	165	74	6	36	77	46.67	18	157	160	88	88	20	173	175	6.19e-14	65.5	158
AT5G56890.1	PaF106G0300014053.01.P02	60.479	404	668	233	11	31	479	71.71	457	1104	1114	58	58	212	868	873	0	754	1946
AT5G56890.1	PaF106G0700026646.01.P02	54.995	578	1051	383	25	90	707	67.27	129	1102	1114	87	87	364	1401	1411	0	944	2441
AT5G56900.2	PaF106G0700026647.01.P02	66.012	336	509	163	5	10	400	78.59	3	501	597	84	84	4	512	514	0	699	1805
AT5G56930.1	PaF106G0700026672.01.P01	37.908	116	306	151	6	39	162	52.94	292	583	676	43	43	17	297	468	7.27e-45	166	421
AT5G56940.1	PaF106G0700026671.01.P02	80.303	106	132	22	2	4	118	89.39	1	131	136	96	96	1	129	155	2.33e-73	215	548
AT5G56950.1	PaF106G0300014066.01.P02	69.171	267	386	107	3	12	328	84.97	1	374	375	99	99	1	386	386	2.12e-172	485	1248
AT5G56960.2	PaF106G0700026668.01.P01	41.935	247	589	250	18	92	336	57.05	1	524	526	99	99	1	562	569	6.12e-114	348	893
AT5G56970.1	PaF106G0700026658.01.P01	52.896	274	518	226	6	18	362	69.88	12	520	524	97	97	11	519	520	0	546	1407
AT5G56970.1	PaF106G0700026659.01.P01	55.83	158	283	109	3	16	203	71.73	54	320	524	51	51	35	317	317	5.03e-106	319	818
AT5G56980.1	PaF106G0700026648.01.P01	38.039	97	255	94	8	64	126	49.41	133	377	380	97	64	41	241	243	6.48e-34	125	315
AT5G56980.1	PaF106G0700026648.01.P01	43.2	54	125	52	4	19	76	60.8	3	124	380	97	32	9	117	243	7.04e-21	90.5	223
AT5G57000.1	PaF106G0300014081.01.P01	62.963	34	54	20	0	0	38	70.37	98	151	188	29	29	27	80	81	1.93e-16	70.5	171
AT5G57000.1	PaF106G0700026676.01.P01	44.785	73	163	66	4	24	94	57.67	19	157	188	74	74	49	211	211	7.84e-32	114	284
AT5G57000.1	PaF106G0700026676.01.P01	48.052	37	77	36	1	4	53	68.83	65	141	188	74	41	13	85	211	2.31e-16	73.6	179
AT5G57010.1	PaF106G0300014080.01.P01	60.341	248	411	133	3	30	302	73.48	114	494	496	77	77	81	491	506	3.42e-170	489	1258
AT5G57010.1	PaF106G0600021457.01.P01	61.268	174	284	102	3	8	226	79.58	121	396	496	63	56	129	412	623	2.54e-124	376	965
AT5G57010.1	PaF106G0600021457.01.P01	76.316	29	38	9	0	0	33	86.84	421	458	496	63	8	572	609	623	7.62e-13	70.5	171
AT5G57020.1	PaF106G0700026685.01.P03	86.111	372	432	59	1	1	403	93.29	3	434	435	99	99	4	434	434	0	785	2027
